0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = false, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = ["cvc5"], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 10.000, try0 = false, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = false}
0.sledgehammer goal.using     46785ms Simplex.Simplex_Auxiliary 202:5274  some Preplay: (smt (cvc5, no_cbqi) insert_iff mem_Collect_eq) (> 1.0 s, timed out)
0.sledgehammer goal.using     46785ms Simplex.Simplex_Auxiliary 202:5274  some Preplay: (smt (cvc5, quant_ind) insert_iff mem_Collect_eq) (failed)
0.sledgehammer goal.by        52534ms Simplex.Simplex_Auxiliary 203:5297  timeout (SH 52534ms):
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some (SH 59477ms, ATP 631ms): Try this: by (smt (cvc5) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, best) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, no_ematching) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, no_ematching_enum_inst_sum) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, trigger_multi) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, trigger_multi_prio) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, trigger_cache) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, trigger_linear) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, pre_skolem_quant) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, inst_when_full) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, no_cbqi) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59478ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, quant_ind) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     54150ms Simplex.Rel_Chain 178:5030  timeout (SH 54150ms):
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some (SH 50615ms, ATP 1458ms): Try this: by (smt (cvc5, quant_ind) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (488 ms)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, quant_ind) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (488 ms)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, best) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (611 ms)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, no_ematching) dbl_inc_simps(2) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (> 570 ms, timed out)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, no_ematching_enum_inst_sum) dbl_inc_simps(2) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (> 570 ms, timed out)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, trigger_multi) dbl_inc_simps(2) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (> 570 ms, timed out)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, trigger_multi_prio) dbl_inc_simps(2) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (> 570 ms, timed out)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, trigger_cache) dbl_inc_simps(2) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (> 570 ms, timed out)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, trigger_linear) dbl_inc_simps(2) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (> 570 ms, timed out)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, pre_skolem_quant) dbl_inc_simps(2) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (> 570 ms, timed out)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, inst_when_full) dbl_inc_simps(2) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (> 570 ms, timed out)
0.sledgehammer goal.using     50616ms Simplex.Simplex_Algebra 139:3514  some Preplay: (smt (cvc5, no_cbqi) dbl_inc_simps(2) divide_cancel_right local.dual_order.asym local.neq_iff local.scaleRat_less1 local.scaleRat_one local.scaleRat_scaleRat nonzero_mult_div_cancel_left order_less_le) (> 570 ms, timed out)
0.sledgehammer goal.using     60666ms Simplex.Simplex_Algebra 144:3677  timeout (SH 60666ms):
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some (SH 6667ms, ATP 773ms): Try this: by (smt (cvc5, best) Collect_cong) (648 ms)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, best) Collect_cong) (648 ms)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, no_cbqi) Collect_cong) (685 ms)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, no_ematching) Collect_cong) (839 ms)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, quant_ind) Collect_cong) (848 ms)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, trigger_linear) Collect_cong) (869 ms)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, trigger_multi_prio) Collect_cong) (898 ms)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, inst_when_full) Collect_cong) (908 ms)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, trigger_multi) Collect_cong) (1.0 s)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, no_ematching_enum_inst_sum) Collect_cong) (1.0 s)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, trigger_cache) Collect_cong) (1.1 s)
0.sledgehammer goal.by         6667ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, pre_skolem_quant) Collect_cong) (failed)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some (SH 29975ms, ATP 261ms): Try this: by (smt (cvc5) bi_uniqueDl linear_poly.bi_unique rel_funI rel_funI rel_fun_eq)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, quant_ind) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (> 1.0 s, timed out)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, best) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, no_ematching) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, no_ematching_enum_inst_sum) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, trigger_multi) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, trigger_multi_prio) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, trigger_cache) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, trigger_linear) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, pre_skolem_quant) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, inst_when_full) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        29975ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, no_cbqi) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some (SH 15738ms, ATP 639ms): Try this: by (smt (cvc5, no_ematching) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (470 ms)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, no_ematching) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (470 ms)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, best) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (526 ms)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, trigger_multi_prio) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (874 ms)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, trigger_linear) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (915 ms)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, trigger_multi) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (926 ms)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, trigger_cache) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (938 ms)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, no_cbqi) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (1.2 s)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, inst_when_full) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (1.2 s)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, no_ematching_enum_inst_sum) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (> 470 ms, timed out)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, pre_skolem_quant) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (failed)
0.sledgehammer goal.by        15738ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, quant_ind) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (failed)
0.sledgehammer goal.by        53236ms Simplex.Linear_Poly_Maps 115:5052  timeout (SH 53236ms):
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some (SH 34625ms, ATP 722ms): Try this: by (smt (cvc5) add.commute add_cancel_left_left option.case_eq_if option.case_eq_if)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, best) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, trigger_multi) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, trigger_multi_prio) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, trigger_cache) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, trigger_linear) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, pre_skolem_quant) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, inst_when_full) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, no_ematching) add.commute add_cancel_left_left option.case_eq_if) (failed)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, no_ematching_enum_inst_sum) add.commute add_cancel_left_left option.case_eq_if) (failed)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, no_cbqi) add.commute add_cancel_left_left option.case_eq_if) (failed)
0.sledgehammer goal.by        34626ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, quant_ind) add.commute add_cancel_left_left option.case_eq_if) (failed)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some (SH 47384ms, ATP 1151ms): Try this: by (smt (cvc5) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, best) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (> 1.0 s, timed out)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, no_ematching) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (> 1.0 s, timed out)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, no_ematching_enum_inst_sum) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (> 1.0 s, timed out)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, trigger_multi) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (> 1.0 s, timed out)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, trigger_multi_prio) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (> 1.0 s, timed out)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, trigger_cache) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (> 1.0 s, timed out)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, trigger_linear) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (> 1.0 s, timed out)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, inst_when_full) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (> 1.0 s, timed out)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, no_cbqi) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (> 1.0 s, timed out)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, pre_skolem_quant) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (failed)
0.sledgehammer goal.by        47385ms Simplex.Simplex 143:5893  some Preplay: (smt (cvc5, quant_ind) Solve.intro SolveExec.simplex_sat0 SolveExec_axioms simplex_unsat0 solve_def sum.case_eq_if sum.collapse(1) sum.disc(1,2) sum.sel(1,2) sum.split_sel) (failed)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some (SH 62751ms, ATP 531ms): Try this: by (smt (cvc5, best) inf_sup_aci(6) le_iff_sup vars_minus) (79 ms)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, best) inf_sup_aci(6) le_iff_sup vars_minus) (79 ms)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, no_ematching) inf_sup_aci(6) le_iff_sup vars_minus) (> 79 ms, timed out)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, no_ematching_enum_inst_sum) inf_sup_aci(6) le_iff_sup vars_minus) (> 79 ms, timed out)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, trigger_multi) inf_sup_aci(6) le_iff_sup vars_minus) (> 79 ms, timed out)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, trigger_multi_prio) inf_sup_aci(6) le_iff_sup vars_minus) (> 79 ms, timed out)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, trigger_cache) inf_sup_aci(6) le_iff_sup vars_minus) (> 79 ms, timed out)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, trigger_linear) inf_sup_aci(6) le_iff_sup vars_minus) (> 79 ms, timed out)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, pre_skolem_quant) inf_sup_aci(6) le_iff_sup vars_minus) (> 79 ms, timed out)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, inst_when_full) inf_sup_aci(6) le_iff_sup vars_minus) (> 79 ms, timed out)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, no_cbqi) inf_sup_aci(6) le_iff_sup vars_minus) (> 79 ms, timed out)
0.sledgehammer goal.using     62751ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, quant_ind) inf_sup_aci(6) le_iff_sup vars_minus) (> 79 ms, timed out)
0.sledgehammer goal.unfolding 54228ms Simplex.Simplex 514:20339  timeout (SH 54228ms):
0.sledgehammer goal.unfolding 53948ms Simplex.Simplex 1018:42004  some (SH 53948ms, ATP 396ms): Try this: by (smt (cvc5) assms(1,2) atom_const.simps(1,2) atom_var.simps(1,2) distinct_indices_atoms_def distinct_indices_state_def index_valid_def)
