0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = false, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = ["cvc5"], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 10.000, try0 = false, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = false}
0.sledgehammer goal.by        35996ms Simplex.Simplex_Auxiliary 203:5297  some Preplay: (smt (cvc5, best) insert_iff mem_Collect_eq) (2.3 s)
0.sledgehammer goal.by        35996ms Simplex.Simplex_Auxiliary 203:5297  some Preplay: (smt (cvc5, no_simp) insert_iff mem_Collect_eq) (2.6 s)
0.sledgehammer goal.by        35996ms Simplex.Simplex_Auxiliary 203:5297  some Preplay: (smt (cvc5, trigger_max) insert_iff mem_Collect_eq) (2.9 s)
0.sledgehammer goal.by        35996ms Simplex.Simplex_Auxiliary 203:5297  some Preplay: (smt (cvc5, trigger_relev) insert_iff mem_Collect_eq) (2.9 s)
0.sledgehammer goal.by        35996ms Simplex.Simplex_Auxiliary 203:5297  some Preplay: (smt (cvc5, noematch) insert_iff mem_Collect_eq) (2.9 s)
0.sledgehammer goal.by        35996ms Simplex.Simplex_Auxiliary 203:5297  some Preplay: (smt (cvc5, term_relev) insert_iff mem_Collect_eq) (3.0 s)
0.sledgehammer goal.by        35996ms Simplex.Simplex_Auxiliary 203:5297  some Preplay: (smt (cvc5, trigger_last) insert_iff mem_Collect_eq) (3.0 s)
0.sledgehammer goal.by        35996ms Simplex.Simplex_Auxiliary 203:5297  some Preplay: (smt (cvc5, quant_saturate) insert_iff mem_Collect_eq) (> 1.0 s, timed out)
0.sledgehammer goal.by        35996ms Simplex.Simplex_Auxiliary 203:5297  some Preplay: (smt (cvc5, fmf) insert_iff mem_Collect_eq) (> 1.0 s, timed out)
0.sledgehammer goal.proof     48843ms Simplex.Rel_Chain 164:4587  some (SH 48843ms, ATP 687ms): Try this: by (smt (cvc5) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one)
0.sledgehammer goal.proof     48843ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, best) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     48843ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, trigger_last) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     48843ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, quant_saturate) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     48843ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, trigger_max) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     48843ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, trigger_relev) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     48843ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, term_relev) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     48843ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, noematch) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     48843ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, fmf) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     48843ms Simplex.Rel_Chain 164:4587  some Preplay: (smt (cvc5, no_simp) List.last_tl \<open>tl l \<noteq> []\<close> add_diff_cancel_right' add_gr_0 assms(1,2,4) hd_conv_nth last_append last_take_conv_nth less_imp_le_nat take_eq_Nil tl_take zero_less_one) (> 1.0 s, timed out)
0.sledgehammer goal.proof     59184ms Simplex.Rel_Chain 178:5030  timeout (SH 59184ms):
0.sledgehammer goal.using     55517ms Simplex.Simplex_Algebra 139:3514  timeout (SH 55517ms):
0.sledgehammer goal.using     55838ms Simplex.Simplex_Algebra 144:3677  timeout (SH 55838ms):
0.sledgehammer goal.by         6765ms Simplex.Abstract_Linear_Poly 265:9052  some (SH 6764ms, ATP 900ms): Try this: by (smt (cvc5, best) Collect_cong) (481 ms)
0.sledgehammer goal.by         6765ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, best) Collect_cong) (481 ms)
0.sledgehammer goal.by         6765ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, no_simp) Collect_cong) (775 ms)
0.sledgehammer goal.by         6765ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, trigger_last) Collect_cong) (825 ms)
0.sledgehammer goal.by         6765ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, term_relev) Collect_cong) (891 ms)
0.sledgehammer goal.by         6765ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, trigger_max) Collect_cong) (915 ms)
0.sledgehammer goal.by         6765ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, fmf) Collect_cong) (931 ms)
0.sledgehammer goal.by         6765ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, noematch) Collect_cong) (944 ms)
0.sledgehammer goal.by         6765ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, quant_saturate) Collect_cong) (991 ms)
0.sledgehammer goal.by         6765ms Simplex.Abstract_Linear_Poly 265:9052  some Preplay: (smt (cvc5, trigger_relev) Collect_cong) (1.0 s)
0.sledgehammer goal.by        23227ms Simplex.Linear_Poly_Maps 33:1280  some (SH 23226ms, ATP 251ms): Try this: by (smt (cvc5, quant_saturate) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (1.5 s)
0.sledgehammer goal.by        23227ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, quant_saturate) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (1.5 s)
0.sledgehammer goal.by        23227ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, fmf) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (> 1.0 s, timed out)
0.sledgehammer goal.by        23227ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, best) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        23227ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, trigger_last) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        23227ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, trigger_max) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        23227ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, trigger_relev) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        23227ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, term_relev) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        23227ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, noematch) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        23227ms Simplex.Linear_Poly_Maps 33:1280  some Preplay: (smt (cvc5, no_simp) bi_uniqueDl linear_poly.bi_unique rel_funI rel_fun_eq) (failed)
0.sledgehammer goal.by        16283ms Simplex.Linear_Poly_Maps 39:1686  some (SH 16283ms, ATP 639ms): Try this: by (smt (cvc5, trigger_last) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (462 ms)
0.sledgehammer goal.by        16283ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, trigger_last) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (462 ms)
0.sledgehammer goal.by        16283ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, best) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (474 ms)
0.sledgehammer goal.by        16283ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, quant_saturate) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (480 ms)
0.sledgehammer goal.by        16283ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, fmf) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (850 ms)
0.sledgehammer goal.by        16283ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, term_relev) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (920 ms)
0.sledgehammer goal.by        16283ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, trigger_max) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (> 462 ms, timed out)
0.sledgehammer goal.by        16283ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, trigger_relev) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (> 462 ms, timed out)
0.sledgehammer goal.by        16283ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, noematch) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (> 462 ms, timed out)
0.sledgehammer goal.by        16283ms Simplex.Linear_Poly_Maps 39:1686  some Preplay: (smt (cvc5, no_simp) Abstract_Linear_Poly.inv_def domIff finite_subset mem_Collect_eq subsetI) (> 462 ms, timed out)
0.sledgehammer goal.by        53108ms Simplex.Linear_Poly_Maps 115:5052  timeout (SH 53108ms):
0.sledgehammer goal.by        34287ms Simplex.Linear_Poly_Maps 120:5273  some (SH 34287ms, ATP 801ms): Try this: by (smt (cvc5) add.commute add_cancel_left_left option.case_eq_if option.case_eq_if)
0.sledgehammer goal.by        34287ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, best) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34287ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, trigger_last) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34287ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, quant_saturate) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34287ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, trigger_max) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34287ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, trigger_relev) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34287ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, term_relev) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34287ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, no_simp) add.commute add_cancel_left_left option.case_eq_if) (> 1.0 s, timed out)
0.sledgehammer goal.by        34287ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, noematch) add.commute add_cancel_left_left option.case_eq_if) (failed)
0.sledgehammer goal.by        34287ms Simplex.Linear_Poly_Maps 120:5273  some Preplay: (smt (cvc5, fmf) add.commute add_cancel_left_left option.case_eq_if) (failed)
0.sledgehammer goal.by        57095ms Simplex.Simplex 143:5893  timeout (SH 57095ms):
0.sledgehammer goal.using     64985ms Simplex.Simplex 434:17586  some (SH 64985ms, ATP 560ms): Try this: by (smt (cvc5, trigger_last) inf_sup_aci(6) le_iff_sup vars_minus) (87 ms)
0.sledgehammer goal.using     64985ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, trigger_last) inf_sup_aci(6) le_iff_sup vars_minus) (87 ms)
0.sledgehammer goal.using     64985ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, best) inf_sup_aci(6) le_iff_sup vars_minus) (128 ms)
0.sledgehammer goal.using     64985ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, quant_saturate) inf_sup_aci(6) le_iff_sup vars_minus) (> 87 ms, timed out)
0.sledgehammer goal.using     64985ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, trigger_max) inf_sup_aci(6) le_iff_sup vars_minus) (> 87 ms, timed out)
0.sledgehammer goal.using     64985ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, trigger_relev) inf_sup_aci(6) le_iff_sup vars_minus) (> 87 ms, timed out)
0.sledgehammer goal.using     64985ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, term_relev) inf_sup_aci(6) le_iff_sup vars_minus) (> 87 ms, timed out)
0.sledgehammer goal.using     64985ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, noematch) inf_sup_aci(6) le_iff_sup vars_minus) (> 87 ms, timed out)
0.sledgehammer goal.using     64985ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, fmf) inf_sup_aci(6) le_iff_sup vars_minus) (> 87 ms, timed out)
0.sledgehammer goal.using     64985ms Simplex.Simplex 434:17586  some Preplay: (smt (cvc5, no_simp) inf_sup_aci(6) le_iff_sup vars_minus) (> 87 ms, timed out)
0.sledgehammer goal.unfolding 54156ms Simplex.Simplex 514:20339  timeout (SH 54156ms):
0.sledgehammer goal.unfolding 56046ms Simplex.Simplex 1018:42004  timeout (SH 56046ms):
0.sledgehammer goal.by        13977ms Simplex.Simplex 1536:62807  some (SH 13977ms, ATP 554ms): Try this: by (smt (cvc5, best) Orderings.order_eq_iff option.case_eq_if order_less_imp_le order_less_trans) (1.3 s)
0.sledgehammer goal.by        13977ms Simplex.Simplex 1536:62807  some Preplay: (smt (cvc5, best) Orderings.order_eq_iff option.case_eq_if order_less_imp_le order_less_trans) (1.3 s)
0.sledgehammer goal.by        13977ms Simplex.Simplex 1536:62807  some Preplay: (smt (cvc5, quant_saturate) Orderings.order_eq_iff option.case_eq_if order_less_imp_le order_less_trans) (1.6 s)
0.sledgehammer goal.by        13977ms Simplex.Simplex 1536:62807  some Preplay: (smt (cvc5, trigger_last) Orderings.order_eq_iff option.case_eq_if order_less_imp_le order_less_trans) (1.7 s)
0.sledgehammer goal.by        13977ms Simplex.Simplex 1536:62807  some Preplay: (smt (cvc5, trigger_max) Orderings.order_eq_iff option.case_eq_if order_less_imp_le order_less_trans) (1.9 s)
0.sledgehammer goal.by        13977ms Simplex.Simplex 1536:62807  some Preplay: (smt (cvc5, no_simp) Orderings.order_eq_iff option.case_eq_if order_less_imp_le order_less_trans) (2.1 s)
0.sledgehammer goal.by        13977ms Simplex.Simplex 1536:62807  some Preplay: (smt (cvc5, term_relev) Orderings.order_eq_iff option.case_eq_if order_less_imp_le order_less_trans) (2.2 s)
0.sledgehammer goal.by        13977ms Simplex.Simplex 1536:62807  some Preplay: (smt (cvc5, noematch) Orderings.order_eq_iff option.case_eq_if order_less_imp_le order_less_trans) (2.3 s)
0.sledgehammer goal.by        13977ms Simplex.Simplex 1536:62807  some Preplay: (smt (cvc5, trigger_relev) Orderings.order_eq_iff option.case_eq_if order_less_imp_le order_less_trans) (2.4 s)
0.sledgehammer goal.by        13977ms Simplex.Simplex 1536:62807  some Preplay: (smt (cvc5, fmf) Orderings.order_eq_iff option.case_eq_if order_less_imp_le order_less_trans) (2.4 s)
0.sledgehammer goal.by        13887ms Simplex.Simplex 1698:70115  some (SH 13887ms, ATP 738ms): Try this: by (smt (cvc5, quant_saturate) prod.inject) (4.1 s)
0.sledgehammer goal.by        13887ms Simplex.Simplex 1698:70115  some Preplay: (smt (cvc5, quant_saturate) prod.inject) (4.1 s)
0.sledgehammer goal.by        13887ms Simplex.Simplex 1698:70115  some Preplay: (smt (cvc5, best) prod.inject) (> 1.0 s, timed out)
0.sledgehammer goal.by        13887ms Simplex.Simplex 1698:70115  some Preplay: (smt (cvc5, trigger_last) prod.inject) (> 1.0 s, timed out)
0.sledgehammer goal.by        13887ms Simplex.Simplex 1698:70115  some Preplay: (smt (cvc5, trigger_max) prod.inject) (> 1.0 s, timed out)
0.sledgehammer goal.by        13887ms Simplex.Simplex 1698:70115  some Preplay: (smt (cvc5, trigger_relev) prod.inject) (> 1.0 s, timed out)
0.sledgehammer goal.by        13887ms Simplex.Simplex 1698:70115  some Preplay: (smt (cvc5, term_relev) prod.inject) (> 1.0 s, timed out)
0.sledgehammer goal.by        13887ms Simplex.Simplex 1698:70115  some Preplay: (smt (cvc5, noematch) prod.inject) (> 1.0 s, timed out)
0.sledgehammer goal.by        13887ms Simplex.Simplex 1698:70115  some Preplay: (smt (cvc5, fmf) prod.inject) (> 1.0 s, timed out)
0.sledgehammer goal.by        13887ms Simplex.Simplex 1698:70115  some Preplay: (smt (cvc5, no_simp) prod.inject) (> 1.0 s, timed out)
0.sledgehammer goal.using     32783ms Simplex.Simplex 2146:87725  some (SH 32782ms, ATP 771ms): Try this: by (smt (cvc5) assert_bound'_def assms(1,2,5))
0.sledgehammer goal.using     32783ms Simplex.Simplex 2146:87725  some Preplay: (smt (cvc5, best) assert_bound'_def assms(1,2,5)) (> 1.0 s, timed out)
0.sledgehammer goal.using     32783ms Simplex.Simplex 2146:87725  some Preplay: (smt (cvc5, trigger_last) assert_bound'_def assms(1,2,5)) (> 1.0 s, timed out)
0.sledgehammer goal.using     32783ms Simplex.Simplex 2146:87725  some Preplay: (smt (cvc5, quant_saturate) assert_bound'_def assms(1,2,5)) (> 1.0 s, timed out)
0.sledgehammer goal.using     32783ms Simplex.Simplex 2146:87725  some Preplay: (smt (cvc5, trigger_max) assert_bound'_def assms(1,2,5)) (> 1.0 s, timed out)
0.sledgehammer goal.using     32783ms Simplex.Simplex 2146:87725  some Preplay: (smt (cvc5, trigger_relev) assert_bound'_def assms(1,2,5)) (> 1.0 s, timed out)
0.sledgehammer goal.using     32783ms Simplex.Simplex 2146:87725  some Preplay: (smt (cvc5, term_relev) assert_bound'_def assms(1,2,5)) (> 1.0 s, timed out)
0.sledgehammer goal.using     32783ms Simplex.Simplex 2146:87725  some Preplay: (smt (cvc5, noematch) assert_bound'_def assms(1,2,5)) (> 1.0 s, timed out)
0.sledgehammer goal.using     32783ms Simplex.Simplex 2146:87725  some Preplay: (smt (cvc5, fmf) assert_bound'_def assms(1,2,5)) (> 1.0 s, timed out)
0.sledgehammer goal.using     32783ms Simplex.Simplex 2146:87725  some Preplay: (smt (cvc5, no_simp) assert_bound'_def assms(1,2,5)) (> 1.0 s, timed out)
0.sledgehammer goal.by        13857ms Simplex.Simplex 2763:114076  some (SH 13857ms, ATP 941ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by        13857ms Simplex.Simplex 2763:114076  some Preplay: (smt (cvc5, best)) (> 1.0 s, timed out)
0.sledgehammer goal.by        13857ms Simplex.Simplex 2763:114076  some Preplay: (smt (cvc5, trigger_last)) (> 1.0 s, timed out)
0.sledgehammer goal.by        13857ms Simplex.Simplex 2763:114076  some Preplay: (smt (cvc5, quant_saturate)) (> 1.0 s, timed out)
0.sledgehammer goal.by        13857ms Simplex.Simplex 2763:114076  some Preplay: (smt (cvc5, trigger_max)) (> 1.0 s, timed out)
0.sledgehammer goal.by        13857ms Simplex.Simplex 2763:114076  some Preplay: (smt (cvc5, trigger_relev)) (> 1.0 s, timed out)
0.sledgehammer goal.by        13857ms Simplex.Simplex 2763:114076  some Preplay: (smt (cvc5, term_relev)) (> 1.0 s, timed out)
0.sledgehammer goal.by        13857ms Simplex.Simplex 2763:114076  some Preplay: (smt (cvc5, noematch)) (> 1.0 s, timed out)
0.sledgehammer goal.by        13857ms Simplex.Simplex 2763:114076  some Preplay: (smt (cvc5, fmf)) (> 1.0 s, timed out)
0.sledgehammer goal.by        13857ms Simplex.Simplex 2763:114076  some Preplay: (smt (cvc5, no_simp)) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 19170ms Simplex.Simplex 2770:114656  some (SH 19169ms, ATP 534ms): Try this: by (smt (cvc5) Orderings.order_eq_iff order_le_imp_less_or_eq order_less_imp_le)
0.sledgehammer goal.unfolding 19170ms Simplex.Simplex 2770:114656  some Preplay: (smt (cvc5, best) Orderings.order_eq_iff order_le_imp_less_or_eq order_less_imp_le) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 19170ms Simplex.Simplex 2770:114656  some Preplay: (smt (cvc5, trigger_last) Orderings.order_eq_iff order_le_imp_less_or_eq order_less_imp_le) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 19170ms Simplex.Simplex 2770:114656  some Preplay: (smt (cvc5, quant_saturate) Orderings.order_eq_iff order_le_imp_less_or_eq order_less_imp_le) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 19170ms Simplex.Simplex 2770:114656  some Preplay: (smt (cvc5, trigger_max) Orderings.order_eq_iff order_le_imp_less_or_eq order_less_imp_le) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 19170ms Simplex.Simplex 2770:114656  some Preplay: (smt (cvc5, trigger_relev) Orderings.order_eq_iff order_le_imp_less_or_eq order_less_imp_le) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 19170ms Simplex.Simplex 2770:114656  some Preplay: (smt (cvc5, term_relev) Orderings.order_eq_iff order_le_imp_less_or_eq order_less_imp_le) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 19170ms Simplex.Simplex 2770:114656  some Preplay: (smt (cvc5, noematch) Orderings.order_eq_iff order_le_imp_less_or_eq order_less_imp_le) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 19170ms Simplex.Simplex 2770:114656  some Preplay: (smt (cvc5, fmf) Orderings.order_eq_iff order_le_imp_less_or_eq order_less_imp_le) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 19170ms Simplex.Simplex 2770:114656  some Preplay: (smt (cvc5, no_simp) Orderings.order_eq_iff order_le_imp_less_or_eq order_less_imp_le) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 13946ms Simplex.Simplex 2774:115054  some (SH 13945ms, ATP 885ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding 13946ms Simplex.Simplex 2774:115054  some Preplay: (smt (cvc5, best)) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 13946ms Simplex.Simplex 2774:115054  some Preplay: (smt (cvc5, trigger_last)) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 13946ms Simplex.Simplex 2774:115054  some Preplay: (smt (cvc5, quant_saturate)) (> 1.0 s, timed out)
0.sledgehammer goal.unfolding 13946ms Simplex.Simplex 2774:115054  some Preplay: (smt (cvc5, trigger_max)) (> 1.0 s, timed out)
