rule,count,total,mean,min,first_quartile,median,third_quartile,max
implies_pos,20,6495000,324750,72000,218500,268500,386000,698000
la_disequality,47,5917000,125893.6170212766,36000,76500,112000,142000,396000
false,306,5351000,17486.928104575163,11000,13000,18000,20000,52000
ite_pos2,12,4266000,355500,170000,272250,354000,411000,776000
not_implies1,20,3921000,196050,72000,123750,144500,273500,465000
not_implies2,17,3649000,214647.0588235294,95000,136000,238000,268000,451000
equiv_neg2,64,3570000,55781.25,29000,36000,46000,64000,169000
equiv_neg1,61,3219000,52770.49180327869,31000,37000,43000,62000,110000
ac_simp,3,3194000,1064666.6666666667,902000,987500,1073000,1146000,1219000
ite_pos1,10,2891000,289100,159000,181500,284500,398750,431000
miniscope_ite,1,2432000,2432000,2432000,2432000,2432000,2432000,2432000
not_ite2,1,332000,332000,332000,332000,332000,332000,332000
