rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_ite-not-cond,250,1853733000,7414932,5690000,6140000,6617000,7528000,12828000
implies,6229,1819396000,292084.7648097608,119000,185000,252000,352000,801000
rare_rewrite_eq-symm,11799,1722952000,146025.25637765913,71000,98000,129000,180000,343000
hole,2,1640145000,820072500,773138000,796605250,820072500,843539750,867007000
rare_rewrite_ite-eq,198,1609499000,8128782.828282828,6015000,6471000,6942500,9668250,13345000
sko_forall,876,1570059000,1792304.7945205478,948000,1138750,1645000,2075000,4485000
symm,8449,1495298000,176979.28748964376,68000,106000,151000,223000,478000
or_pos,4241,1409694000,332396.60457439284,180000,239000,315000,401000,642000
qnt_rm_unused,1096,1287856000,1175051.094890511,269000,451750,887000,1602250,4184000
refl,22445,1273624000,56744.21920249499,19000,29000,43000,69000,244000
equiv_simplify,4038,1251006000,309808.3209509658,151000,193000,281500,386000,729000
onepoint,741,1214548000,1639066.1268556006,928000,1088000,1435000,1932000,4684000
rare_rewrite_arith-elim-gt,122,976923000,8007565.573770491,5788000,6187250,6637500,11139250,13545000
rare_rewrite_bool-double-not-elim,4835,818193000,169222.9576008273,80000,106000,148000,211000,424000
rare_rewrite_bool-or-and-distrib,100,750854000,7508540,5798000,6194750,6408000,7306000,13127000
__local_input,12693,729290000,57456.07815331285,18000,31000,49000,76000,159000
evaluate,2698,727044000,269475.16679021495,155000,204000,261000,318000,477000
equiv1,2779,717119000,258049.29830874415,82000,133000,210000,327500,951000
equiv2,2448,494254000,201901.14379084966,80000,122000,178000,255000,532000
rare_rewrite_bool-implies-de-morgan,60,447701000,7461683.333333333,5482000,5986500,6383000,7223250,12026000
connective_def,1092,417317000,382158.4249084249,195000,276000,344000,466500,857000
and_intro,1428,375672000,263075.6302521008,93000,150750,211000,329000,860000
implies_simplify,702,359016000,511418.80341880344,188000,286250,413000,623000,1645000
miniscope_split,531,344031000,647892.6553672317,261000,385000,512000,740000,2248000
and_neg,921,331994000,360471.226927253,149000,215000,302000,443000,1068000
rare_rewrite_arith-geq-tighten,36,320345000,8898472.222222222,5760000,5964750,10494500,11519000,11961000
qnt_join,816,302266000,370424.01960784313,201000,269750,340500,438250,802000
rare_rewrite_arith-leq-norm,34,268052000,7883882.352941177,5306000,5733500,6011500,9266500,23651000
not_not,1260,237956000,188853.96825396825,103000,130000,179000,231250,371000
rare_rewrite_bool-not-eq-elim1,34,236889000,6967323.529411765,5580000,5706500,6034500,6710000,12502000
rare_rewrite_eq-refl,1600,213775000,133609.375,66000,86000,113000,161250,379000
not_and,648,213565000,329575.6172839506,146000,211750,279500,405000,883000
and,936,158676000,169525.64102564103,76000,106000,140000,201000,467000
la_mult_neg,355,134079000,377687.323943662,218000,295000,350000,445500,694000
equiv_pos1,1130,116042000,102692.03539823009,39000,63000,86000,127750,268000
comp_simplify,54,85419000,1581833.3333333333,1309000,1403000,1462500,1547250,2820000
rare_rewrite_arith-geq-norm1-real,9,84532000,9392444.444444444,6154000,6342000,7622000,12405000,16710000
miniscope_distribute,128,74954000,585578.125,328000,354750,467000,689750,1384000
rare_rewrite_bool-eq-nrefl,9,64354000,7150444.444444444,5645000,5713000,5959000,6290000,11616000
rare_rewrite_ite-true-cond,8,60792000,7599000,5861000,6292000,6596500,7880500,11376000
or_simplify,115,60451000,525660.8695652174,427000,447000,466000,514000,936000
rare_rewrite_ite-else-true,2,54856000,27428000,11363000,19395500,27428000,35460500,43493000
rare_rewrite_bool-or-taut2,6,52744000,8790666.666666666,5855000,6758000,9077500,10591500,11653000
choice,895,48988000,54735.195530726254,25000,35000,50000,75000,96000
not_or,110,41550000,377727.2727272727,166000,291250,332000,459250,667000
rare_rewrite_ite-then-true,4,37746000,9436500,6100000,7009000,9645500,12073000,12355000
rare_rewrite_bool-not-eq-elim2,5,35845000,7169000,6002000,6049000,6085000,6111000,11598000
ite2,144,30837000,214145.83333333334,89000,138750,185500,265750,479000
rare_rewrite_bool-impl-true2,3,29578000,9859333.333333334,7177000,9133000,11089000,11200500,11312000
rare_rewrite_ite-false-cond,4,26141000,6535250,6353000,6486500,6572000,6620750,6644000
not_symm,178,22173000,124567.41573033707,59000,87250,120000,156000,236000
and_simplify,33,20357000,616878.7878787878,443000,487000,509000,823000,1000000
ite1,116,19796000,170655.1724137931,87000,118750,140500,206250,460000
rare_rewrite_bool-not-ite-elim,3,19304000,6434666.666666667,6370000,6408000,6446000,6467000,6488000
rare_rewrite_eq-ite-lift,2,18541000,9270500,7280000,8275250,9270500,10265750,11261000
rare_rewrite_ite-then-false,2,17875000,8937500,6470000,7703750,8937500,10171250,11405000
not_equiv1,90,16552000,183911.11111111112,90000,128500,175500,226750,334000
not_equiv2,90,16073000,178588.88888888888,93000,130250,169000,217750,339000
rare_rewrite_ite-else-false,2,13955000,6977500,6223000,6600250,6977500,7354750,7732000
rare_rewrite_bool-impl-false2,1,12406000,12406000,12406000,12406000,12406000,12406000,12406000
true,200,11888000,59440,39000,47000,54000,67250,97000
rare_rewrite_arith-geq-norm1-int,2,11875000,5937500,5578000,5757750,5937500,6117250,6297000
la_mult_pos,24,10535000,438958.3333333333,238000,331500,395500,555250,762000
rare_rewrite_ite-eq-branch,1,6809000,6809000,6809000,6809000,6809000,6809000,6809000
implies_pos,18,5725000,318055.55555555556,87000,225500,268500,338250,668000
false,284,4812000,16943.661971830985,12000,13000,18000,20000,24000
la_disequality,41,4769000,116317.0731707317,43000,77000,112000,138000,266000
not_implies1,18,3384000,188000,94000,125250,144500,255750,331000
ite_pos2,10,3320000,332000,174000,305750,354000,404750,423000
not_implies2,15,3103000,206866.66666666666,108000,138000,238000,261000,295000
equiv_neg2,57,2954000,51824.56140350877,31000,37000,44000,61000,99000
equiv_neg1,55,2809000,51072.72727272727,33000,38000,43000,61500,94000
miniscope_ite,1,2432000,2432000,2432000,2432000,2432000,2432000,2432000
ite_pos1,8,2301000,287625,166000,182500,284500,394250,409000
ac_simp,1,1073000,1073000,1073000,1073000,1073000,1073000,1073000
not_ite2,1,332000,332000,332000,332000,332000,332000,332000
