rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_ite-false-cond,4,26931000,6732750,6536000,6569750,6681000,6844000,7033000
not_symm,190,24881000,130952.63157894737,69000,96000,126500,158750,248000
rare_rewrite_bool-not-ite-elim,3,23799000,7933000,6319000,6393000,6467000,8740000,11013000
rare_rewrite_ite-then-false,2,23388000,11694000,11281000,11487500,11694000,11900500,12107000
and_simplify,38,21082000,554789.4736842106,452000,486000,503500,522500,951000
rare_rewrite_arith-geq-norm1-int,2,18272000,9136000,6083000,7609500,9136000,10662500,12189000
not_equiv1,94,17906000,190489.36170212767,93000,131250,176000,241500,360000
not_equiv2,97,17673000,182195.87628865978,98000,128000,162000,240000,332000
true,241,16907000,70153.52697095435,47000,57000,64000,76000,130000
la_mult_pos,33,16341000,495181.8181818182,241000,374000,438000,605000,966000
rare_rewrite_ite-else-false,2,12898000,6449000,6412000,6430500,6449000,6467500,6486000
rare_rewrite_bool-impl-false2,1,11345000,11345000,11345000,11345000,11345000,11345000,11345000
rare_rewrite_eq-ite-lift,1,8345000,8345000,8345000,8345000,8345000,8345000,8345000
rare_rewrite_ite-eq-branch,1,7513000,7513000,7513000,7513000,7513000,7513000,7513000
la_disequality,65,7229000,111215.38461538461,44000,66000,93000,133000,322000
rare_rewrite_ite-else-true,1,6562000,6562000,6562000,6562000,6562000,6562000,6562000
implies_pos,17,6397000,376294.1176470588,242000,257000,285000,490000,683000
false,344,5419000,15752.906976744185,12000,13000,14000,19000,23000
ite_pos1,12,4088000,340666.6666666667,150000,222000,367500,450500,538000
not_implies1,22,4028000,183090.9090909091,82000,104250,146000,251000,347000
not_implies2,17,3806000,223882.35294117648,91000,163000,238000,289000,313000
ite_pos2,11,3541000,321909.0909090909,178000,211500,337000,416500,482000
miniscope_ite,1,2445000,2445000,2445000,2445000,2445000,2445000,2445000
equiv_neg1,45,2139000,47533.333333333336,33000,35000,45000,56000,77000
equiv_neg2,46,2082000,45260.86956521739,29000,33000,43000,54000,79000
ac_simp,1,898000,898000,898000,898000,898000,898000,898000
ite_neg2,2,706000,353000,341000,347000,353000,359000,365000
ite_neg1,2,527000,263500,147000,205250,263500,321750,380000
not_ite2,1,296000,296000,296000,296000,296000,296000,296000
