rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_ite-false-cond,6,44897750,7482958.333333333,6389000,6547250,6681000,6970000,11577750
rare_rewrite_bool-not-ite-elim,5,41698000,8339600,6311800,6319000,6467000,11013000,11587200
rare_rewrite_arith-geq-norm1-int,4,38790825,9697706.25,5831400,6020100,9136000,12813606.25,14687425
ite1,156,36094000,231371.79487179487,101375,131000,172500,266250,719375
rare_rewrite_eq-ite-lift,3,31976650,10658883.333333334,6692000,7518500,8345000,12642325,16939650
not_symm,212,28519350,134525.2358490566,65275,94750,126500,163000,267450
and_simplify,44,25308550,575194.3181818182,444300,482250,503500,535750,965475
not_equiv1,106,22080000,208301.88679245283,87500,124500,176000,250500,700500
not_equiv2,109,21018300,192828.44036697247,91400,127000,162000,242000,512699.99999999953
true,268,19444375,72553.6380597015,42000,56000,64000,78000,146624.99999999994
la_mult_pos,37,19085300,515818.91891891893,238900,373000,438000,609000,1133400
rare_rewrite_ite-else-false,2,12898000,6449000,6413850,6431425,6449000,6466575,6484150
rare_rewrite_bool-impl-false2,1,11345000,11345000,11345000,11345000,11345000,11345000,11345000
not_implies1,25,9832799.999999983,393311.9999999993,78400,98000,149000,295000,5259399.999999983
la_disequality,73,8788000,120383.56164383562,42000,61000,93000,138000,359000.0000000002
rare_rewrite_ite-eq-branch,1,7513000,7513000,7513000,7513000,7513000,7513000,7513000
implies_pos,19,7314850,384992.1052631579,150700,254000,285000,507000,767150.0000000001
false,365,5897000,16156.164383561643,12000,13000,14000,19000,28000
ite_pos1,14,4895475,349676.78571428574,131775,218000,367500,457500,675699.9999999998
not_implies2,19,4291950,225892.1052631579,85500,152500,238000,289000,400450.0000000001
ite_pos2,13,4284300,329561.53846153844,131800,210000,337000,423000,611499.9999999999
ac_simp,3,2716800,905600,878050,888025,898000,919375,940750
equiv_neg1,50,2457200,49144,32225,35000,45000,61500,85875
miniscope_ite,1,2445000,2445000,2445000,2445000,2445000,2445000,2445000
equiv_neg2,52,2438300,46890.38461538462,28000,33000,43000,56000,94150.00000000001
ite_neg2,2,706000,353000,341600,347300,353000,358700,364400
ite_neg1,2,527000,263500,152825,208162.5,263500,318837.5,374175
not_ite2,1,296000,296000,296000,296000,296000,296000,296000
