rule,count,total,mean,min,first_quartile,median,third_quartile,max
onepoint,5393,10433355000,1934610.6063415539,721000,1124000,1447000,2014000,36079000
rare_rewrite_arith-elim-gt,1067,8756697000,8206838.800374883,5373000,6211500,6675000,10602000,40333000
__local_input,89888,8576916000,95417.80882876468,9000,38000,63000,113000,29505000
equiv1,20376,7681432000,376984.29524931294,48000,147000,231000,393000,48258000
rare_rewrite_bool-double-not-elim,33392,7398086000,221552.6473406804,54000,122000,169000,248000,37598000
rare_rewrite_bool-or-and-distrib,859,6722447000,7825898.719441211,5525000,6191000,6559000,7332500,35385000
evaluate,20884,6490811000,310803.0549703122,116000,221000,276000,347000,15273000
equiv2,17319,4718289000,272434.26294820715,51000,137000,197000,297000,15660000
and_intro,10464,4033476000,385462.15596330276,56000,160000,235000,384000,40119000
rare_rewrite_arith-geq-tighten,457,3735067000,8173013.129102845,5293000,5946000,6343000,11053000,28031000
implies_simplify,5282,3638578000,688863.6879969708,130000,294000,445000,731750,32093000
connective_def,7641,3484746000,456058.8928150766,152000,285000,364000,515000,15570000
rare_rewrite_bool-implies-de-morgan,442,3336715000,7549128.959276018,5344000,5880000,6332500,7396000,23061000
miniscope_split,3833,3308774000,863233.4985650926,197000,383000,533000,850000,36843000
and_neg,6186,3091347000,499732.78370514064,113000,234000,328000,491000,22773000
qnt_join,5791,2618932000,452241.754446555,161000,281000,362000,498000,11900000
rare_rewrite_bool-not-eq-elim1,337,2616328000,7763584.569732938,5274000,5998000,6429000,7551000,40180000
rare_rewrite_arith-leq-norm,322,2518642000,7821869.565217392,5239000,5953500,6355500,7674750,26092000
rare_rewrite_eq-refl,11788,2446714000,207559.72175093315,44000,103000,144000,212000,34694000
not_and,4733,2046000000,432283.96365941264,108000,223000,309000,470000,17469000
not_not,8656,1973025000,227937.26894639558,72000,148000,193000,259000,11578000
and,6770,1457464000,215282.717872969,49000,116000,160000,246750,21999000
la_mult_neg,2962,1329435000,448830.1823092505,148000,294000,369000,477000,11039000
equiv_pos1,7255,927191000,127800.27567195038,25000,61000,89000,138500,14849000
comp_simplify,508,920739000,1812478.346456693,1226000,1390000,1488000,1773250,14425000
miniscope_distribute,875,796735000,910554.2857142857,196000,404500,557000,980500,10827000
rare_rewrite_ite-true-cond,83,679177000,8182855.421686747,5725000,6413500,6666000,7619500,26612000
rare_rewrite_arith-geq-norm1-real,68,591873000,8704014.705882354,5514000,6210750,6966000,11363000,19883000
rare_rewrite_bool-eq-nrefl,76,570093000,7501223.684210527,5289000,5939000,6437500,7866500,13753000
rare_rewrite_bool-or-taut2,63,569938000,9046634.92063492,5652000,6055500,6859000,11138000,27560000
or_simplify,618,403768000,653346.278317152,399000,467000,508000,725250,9813000
la_mult_pos,237,376697000,1589438.8185654008,179000,334000,409000,599000,248629000
rare_rewrite_bool-impl-true2,40,370338000,9258450,5613000,6355000,7425000,11726500,23241000
rare_rewrite_bool-not-eq-elim2,45,369972000,8221600,5614000,6041000,6318000,11260000,23135000
not_or,824,341591000,414552.1844660194,118000,283000,368000,506000,7590000
choice,5557,332700000,59870.43368724132,20000,35000,56000,75000,4800000
ite2,1182,329943000,279139.59390862944,53000,145000,216000,314000,6383000
rare_rewrite_ite-then-true,35,322725000,9220714.285714285,6025000,6785500,7379000,11872500,20167000
rare_rewrite_ite-else-true,13,300934000,23148769.230769232,6414000,6721000,27951000,38782000,46487000
rare_rewrite_ite-then-false,28,296405000,10585892.857142856,5899000,6720000,11508500,11911500,26028000
ite1,889,242986000,273325.08436445444,58000,138000,193000,300000,11340000
rare_rewrite_bool-not-ite-elim,27,240806000,8918740.74074074,5679000,6344500,6816000,11489500,17646000
rare_rewrite_ite-false-cond,24,188206000,7841916.666666667,6186000,6569750,6817500,7690750,12709000
rare_rewrite_eq-ite-lift,20,180005000,9000250,6468000,6930250,7510500,8382500,18282000
not_symm,1177,170956000,145247.23874256585,41000,96000,128000,168000,1661000
and_simplify,229,166241000,725943.2314410481,421000,495000,547000,680000,12799000
not_equiv1,626,154950000,247523.96166134186,61000,132250,183000,257000,15404000
not_equiv2,642,141978000,221149.5327102804,59000,134250,181000,256000,1205000
true,1589,135869000,85505.9786028949,24000,56000,75000,99000,379000
rare_rewrite_arith-geq-norm1-int,15,131442000,8762800,5578000,6190000,7202000,11925000,14890000
rare_rewrite_ite-else-false,12,107680000,8973333.333333334,5710000,6467500,6965500,9494000,22968000
rare_rewrite_arith-int-geq-tighten,1,95042000,95042000,95042000,95042000,95042000,95042000,95042000
rare_rewrite_bool-impl-false2,7,70114000,10016285.714285715,6069000,8909000,11196000,11312500,12406000
not_implies1,147,63050000,428911.56462585035,65000,107000,155000,263500,12448000
implies_pos,133,57510000,432406.015037594,72000,201000,269000,419000,5508000
la_disequality,372,54289000,145938.17204301077,35000,67000,101000,143750,6655000
false,2042,43368000,21238.00195886386,11000,13000,17000,20000,3647000
not_implies2,120,27134000,226116.66666666666,81000,136000,215500,292750,566000
ite_pos2,69,25083000,363521.73913043475,112000,251000,339000,423000,896000
ite_pos1,68,24730000,363676.4705882353,123000,254500,341000,433500,832000
miniscope_ite,7,24504000,3500571.4285714286,2432000,2504000,4050000,4233000,4548000
equiv_neg1,315,18588000,59009.52380952381,28000,35500,45000,62500,1999000
equiv_neg2,336,17118000,50946.42857142857,26000,34000,44000,60000,169000
rare_rewrite_ite-eq-branch,2,14322000,7161000,6809000,6985000,7161000,7337000,7513000
not_ite2,6,11432000,1905333.3333333333,280000,305000,400500,691750,9289000
ac_simp,9,8544000,949333.3333333334,867000,877000,898000,943000,1219000
ite_neg1,25,8404000,336160,147000,209000,342000,422000,747000
ite_neg2,11,4418000,401636.36363636365,243000,296000,365000,500500,596000
