rule,count,total,mean,min,first_quartile,median,third_quartile,max
symm,13931,3414971000,245134.66369966263,113000,157000,218000,304000,612000
rare_rewrite_bool-or-de-morgan,482,3361995000,6975093.3609958505,5630000,6288500,6728500,7316000,12041000
implies,8577,3346328000,390151.3349656057,176000,250000,330000,473000,1092000
rare_rewrite_bool-eq-true,414,3124326000,7546681.15942029,5790000,6230250,6656500,7396500,13053000
rare_rewrite_ite-eq,378,3045382000,8056566.137566137,6106000,6681500,7218500,8363500,14842000
rare_rewrite_ite-not-cond,413,3001980000,7268716.7070217915,5740000,6246000,6788000,7494000,13296000
__local_input,18362,2486402000,135410.19496786842,40000,64000,112000,192000,374000
or_pos,6036,2368171000,392341.11994698475,232000,286000,347000,476000,798000
equiv_simplify,5860,2279679000,389023.72013651876,202000,261000,328000,483000,925000
qnt_rm_unused,1663,2092478000,1258254.9609140109,321000,494500,968000,1643500,6044000
refl,37823,2034805000,53798.08582079687,19000,29000,40000,65000,230000
onepoint,1140,2001302000,1755528.0701754387,995000,1175000,1446000,1931000,5514000
rare_rewrite_arith-elim-gt,254,1907134000,7508401.574803149,5868000,6349250,6697500,7404750,13118000
sko_forall,840,1718818000,2046211.9047619049,1030000,1261000,1759000,2322750,7337000
hole,2,1637622000,818811000,805613000,812212000,818811000,825410000,832009000
rare_rewrite_bool-or-and-distrib,234,1582596000,6763230.769230769,5622000,5947500,6354000,6827750,11519000
rare_rewrite_bool-double-not-elim,6434,1537287000,238931.76872862916,125000,161000,206000,297000,560000
evaluate,4517,1521080000,336745.62762895727,200000,266000,312000,391000,596000
equiv1,4174,1474709000,353308.3373263057,128000,199000,284000,449000,1135000
equiv2,3513,1013898000,288613.1511528608,137000,188000,245000,366000,692000
rare_rewrite_arith-geq-tighten,136,945927000,6955345.588235294,5772000,5990750,6325000,6728000,12207000
and_intro,2196,780145000,355257.2859744991,143000,211000,288000,438250,1134000
implies_simplify,1118,679269000,607575.1341681575,237000,344250,500000,788750,1755000
rare_rewrite_arith-leq-norm,93,668347000,7186526.88172043,5598000,6036000,6383000,6974000,12745000
rare_rewrite_bool-implies-de-morgan,95,629992000,6631494.736842105,5756000,5996000,6202000,6667000,11482000
rare_rewrite_bool-not-eq-elim1,89,607635000,6827359.550561798,5808000,6141000,6568000,7208000,12218000
connective_def,1267,605420000,477837.411207577,264000,335000,423000,582000,989000
qnt_join,1163,534444000,459539.12295786757,249000,326500,405000,540000,907000
rare_rewrite_eq-refl,2402,532372000,221636.96919233972,115000,154000,194000,264000,525000
and_neg,1192,525404000,440775.1677852349,212000,280000,365000,526500,1427000
miniscope_split,666,462546000,694513.5135135135,304000,413500,573000,837000,1988000
not_not,1685,450001000,267062.9080118694,156000,193000,233000,333000,528000
not_and,972,406795000,418513.3744855967,199000,275000,370000,506500,1181000
and,1290,319723000,247847.28682170543,124000,161250,206500,313000,551000
la_mult_neg,662,295532000,446422.9607250755,253000,346250,409000,519500,919000
comp_simplify,115,192765000,1676217.391304348,1350000,1422500,1511000,1688500,3074000
miniscope_distribute,182,153377000,842730.7692307692,366000,449500,671500,1101500,2681000
equiv_pos1,1381,147457000,106775.52498189718,41000,67000,91000,129000,303000
rare_rewrite_arith-geq-norm1-real,18,140900000,7827777.777777778,6161000,6364500,6691000,7483750,14815000
rare_rewrite_bool-eq-nrefl,17,122127000,7183941.176470588,6013000,6274000,6681000,7539000,11751000
or_simplify,158,101012000,639316.4556962026,465000,508250,542500,717750,1165000
rare_rewrite_ite-true-cond,15,97927000,6528466.666666667,5932000,6045000,6447000,6626000,7975000
rare_rewrite_arith-int-geq-tighten,1,95042000,95042000,95042000,95042000,95042000,95042000,95042000
ite2,273,80712000,295648.35164835164,131000,203000,266000,357000,801000
rare_rewrite_bool-not-eq-elim2,9,70062000,7784666.666666667,6134000,6161000,6423000,7065000,13429000
not_or,141,63918000,453319.1489361702,217000,356000,441000,528000,938000
ite1,188,53627000,285250,132000,189000,249000,341000,716000
rare_rewrite_bool-or-taut2,8,51708000,6463500,5741000,5995500,6594000,6878000,7015000
rare_rewrite_bool-impl-true2,6,50611000,8435166.666666666,5738000,6666750,7425000,10432500,12174000
choice,859,50389000,58660.06984866123,27000,40000,59000,75500,101000
true,382,45742000,119743.4554973822,82000,94000,105000,130000,245000
rare_rewrite_ite-else-true,2,35134000,17567000,6415000,11991000,17567000,23143000,28719000
not_symm,163,33629000,206312.88343558283,104000,137000,172000,285000,401000
and_simplify,53,31953000,602886.7924528302,490000,553000,590000,629000,944000
not_equiv2,106,30706000,289679.24528301886,150000,203000,258000,373000,544000
rare_rewrite_ite-false-cond,4,29219000,7304750,7123000,7235500,7298500,7367750,7499000
la_mult_pos,55,28867000,524854.5454545454,288000,395500,452000,579500,1251000
rare_rewrite_ite-then-true,4,28773000,7193250,6794000,7088750,7283000,7387500,7413000
not_equiv1,101,28538000,282554.45544554456,147000,198000,244000,362000,584000
rare_rewrite_bool-not-ite-elim,3,20329000,6776333.333333333,6247000,6531500,6816000,7041000,7266000
rare_rewrite_ite-then-false,2,18422000,9211000,6282000,7746500,9211000,10675500,12140000
rare_rewrite_arith-geq-norm1-int,2,14609000,7304500,7202000,7253250,7304500,7355750,7407000
rare_rewrite_ite-else-false,2,13931000,6965500,6950000,6957750,6965500,6973250,6981000
la_disequality,87,9547000,109735.63218390805,41000,60500,98000,146000,271000
rare_rewrite_eq-ite-lift,1,8372000,8372000,8372000,8372000,8372000,8372000,8372000
false,371,6210000,16738.54447439353,13000,14000,15000,20000,24000
not_implies1,22,6142000,279181.8181818182,147000,187500,283500,326000,499000
rare_rewrite_bool-impl-false2,1,6069000,6069000,6069000,6069000,6069000,6069000,6069000
implies_pos,18,5973000,331833.3333333333,148000,173250,233500,398750,885000
not_implies2,19,5342000,281157.8947368421,155000,200000,306000,338000,380000
ite_pos2,11,4737000,430636.36363636365,279000,331500,438000,512000,651000
miniscope_ite,1,4352000,4352000,4352000,4352000,4352000,4352000,4352000
ite_pos1,10,4068000,406800,274000,297500,338000,463000,714000
ite_neg1,8,2687000,335875,173000,262750,325000,432500,509000
equiv_neg2,32,1368000,42750,31000,34000,36000,45000,72000
equiv_neg1,29,1342000,46275.862068965514,33000,35000,43000,57000,76000
ac_simp,1,872000,872000,872000,872000,872000,872000,872000
not_ite2,1,766000,766000,766000,766000,766000,766000,766000
ite_neg2,1,326000,326000,326000,326000,326000,326000,326000
