0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = false, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = [], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 30.000, try0 = true, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = false}
0.sledgehammer goal.unfolding 11948ms Ordered_Resolution_Prover.Lazy_List_Chain 63:2036  some (SH 11948ms, ATP 526ms): Try this: using chain_cons ih mid' r_xs start by fastforce (37 ms)
0.sledgehammer goal.using      9202ms Ordered_Resolution_Prover.Lazy_List_Chain 63:2062  some (SH 9202ms, ATP 428ms): Try this: by (meson chain_cons ih mid' r_xs start) (27 ms)
0.sledgehammer goal.by         5226ms Ordered_Resolution_Prover.Lazy_List_Chain 63:2091  some (SH 5226ms, ATP 454ms): Try this: by (simp add: chain_cons) (4 ms)
0.sledgehammer goal.by        12841ms Ordered_Resolution_Prover.Lazy_List_Chain 69:2221  some (SH 12841ms, ATP 477ms): Try this: by (simp add: chain_not_lnull) (1 ms)
0.sledgehammer goal.using     34008ms Ordered_Resolution_Prover.Lazy_List_Chain 74:2345  timeout (SH 34008ms): Timed out
0.sledgehammer goal.by        33132ms Ordered_Resolution_Prover.Lazy_List_Chain 75:2359  timeout (SH 33132ms): Timed out
0.sledgehammer goal.using     13880ms Ordered_Resolution_Prover.Lazy_List_Chain 79:2567  some (SH 13880ms, ATP 424ms): Try this: by (metis chain_ldropn ldropn_eq_LNil lfinite_LNil lfinite_ldropn linorder_not_less) (27 ms)
0.sledgehammer goal.by        14811ms Ordered_Resolution_Prover.Lazy_List_Chain 79:2594  some (SH 14811ms, ATP 491ms): Try this: by (metis chain_ldropn ldropn_eq_LNil lfinite_LNil lfinite_ldropn linorder_not_less) (38 ms)
0.sledgehammer goal.by        12598ms Ordered_Resolution_Prover.Lazy_List_Chain 82:2719  some (SH 12598ms, ATP 694ms): Try this: using chain.cases by fastforce (200 ms)
0.sledgehammer goal.proof     86987ms Ordered_Resolution_Prover.Lazy_List_Chain 89:2913  some (SH 86987ms, ATP 500ms): Try this: by (smt (cvc5) Suc_ile_eq chain chain.simps chain_ldropn ldropn_Suc_conv_ldropn ldropn_eq_LNil len lhd_LCons linorder_not_less llist.sel(3) order_less_imp_le)
0.sledgehammer goal.unfolding 71097ms Ordered_Resolution_Prover.Lazy_List_Chain 92:2986  some (SH 71097ms, ATP 1870ms): Try this: by (metis Extended_Nat.eSuc_mono Suc_ile_eq gr_zeroI iless_Suc_eq ldropn_Suc_conv_ldropn len linorder_not_less llength_LCons one_eSuc one_enat_def order_less_le ys_def) (203 ms)
0.sledgehammer goal.using     25302ms Ordered_Resolution_Prover.Lazy_List_Chain 92:3003  some (SH 25302ms, ATP 1309ms): Try this: by (metis ldropn_eq_LNil ldropn_ldropn len linorder_not_less one_enat_def plus_1_eq_Suc) (35 ms)
0.sledgehammer goal.by        16978ms Ordered_Resolution_Prover.Lazy_List_Chain 93:3017  some (SH 16978ms, ATP 4918ms): Try this: by (metis ldropn_eq_LNil ldropn_ldropn linorder_not_less one_enat_def plus_1_eq_Suc) (267 ms)
0.sledgehammer goal.unfolding 32974ms Ordered_Resolution_Prover.Lazy_List_Chain 97:3197  some (SH 32974ms, ATP 962ms): Try this: by (metis Suc_ile_eq ldropn_Suc_conv_ldropn len order_less_le ys_def) (17 ms)
0.sledgehammer goal.by        25861ms Ordered_Resolution_Prover.Lazy_List_Chain 97:3214  some (SH 25861ms, ATP 2590ms): Try this: by (metis \<open>1 < llength ys\<close> ldropn_Suc_conv_ldropn ldropn_eq_LNil len linorder_not_less llength_LNil order_less_imp_le ys_def zero_less_one) (28 ms)
0.sledgehammer goal.unfolding 14216ms Ordered_Resolution_Prover.Lazy_List_Chain 99:3314  some (SH 14216ms, ATP 542ms): Try this: by (metis chain chain_ldropn eq_LConsD ldropn_eq_LNil linorder_not_less ys ys_def) (180 ms)
0.sledgehammer goal.using     22541ms Ordered_Resolution_Prover.Lazy_List_Chain 99:3331  some (SH 22541ms, ATP 546ms): Try this: by (metis chain chain_ldropn ldropn_eq_LNil linorder_not_less llist.distinct(1) ys ys_def) (98 ms)
0.sledgehammer goal.by         3509ms Ordered_Resolution_Prover.Lazy_List_Chain 99:3383  some (SH 3509ms, ATP 434ms): Try this: by blast (8 ms)
0.sledgehammer goal.unfolding 29689ms Ordered_Resolution_Prover.Lazy_List_Chain 101:3418  some (SH 29689ms, ATP 756ms): Try this: using chain.cases ys by fastforce (28 ms)
0.sledgehammer goal.by        29381ms Ordered_Resolution_Prover.Lazy_List_Chain 101:3431  some (SH 29381ms, ATP 614ms): Try this: using chain.cases by fastforce (25 ms)
0.sledgehammer goal.using     26318ms Ordered_Resolution_Prover.Lazy_List_Chain 103:3483  some (SH 26318ms, ATP 1048ms): Try this: by (metis One_nat_def Suc_ile_eq add.commute len lhd_LCons lhd_ldropn lnth_0 lnth_Suc_LCons lnth_ldropn order_less_imp_le plus_1_eq_Suc ys ys_def) (107 ms)
0.sledgehammer goal.unfolding 20052ms Ordered_Resolution_Prover.Lazy_List_Chain 103:3496  some (SH 20052ms, ATP 1022ms): Try this: by (metis One_nat_def Suc_ile_eq add.commute len lhd_LCons lhd_ldropn lnth_0 lnth_Suc_LCons lnth_ldropn order_less_imp_le plus_1_eq_Suc ys) (147 ms)
0.sledgehammer goal.by        19378ms Ordered_Resolution_Prover.Lazy_List_Chain 103:3509  some (SH 19378ms, ATP 1039ms): Try this: by (metis One_nat_def Suc_ile_eq add.commute len lhd_LCons lhd_ldropn lnth_0 lnth_Suc_LCons lnth_ldropn order_less_imp_le plus_1_eq_Suc) (143 ms)
0.sledgehammer goal.using     19254ms Ordered_Resolution_Prover.Lazy_List_Chain 109:3691  some (SH 19254ms, ATP 467ms): Try this: by (metis assms(1,2) chain_lnth_rel ldropn_eq_LNil lfinite_LNil lfinite_ldropn linorder_not_less) (27 ms)
0.sledgehammer goal.by         7338ms Ordered_Resolution_Prover.Lazy_List_Chain 109:3744  some (SH 7338ms, ATP 488ms): Try this: by fastforce (88 ms)
0.sledgehammer goal.using     34292ms Ordered_Resolution_Prover.Lazy_List_Chain 116:3900  timeout (SH 34292ms): Timed out
0.sledgehammer goal.proof     33511ms Ordered_Resolution_Prover.Lazy_List_Chain 117:3912  timeout (SH 33511ms): Timed out
0.sledgehammer goal.proof     80566ms Ordered_Resolution_Prover.Lazy_List_Chain 122:4042  some (SH 80565ms, ATP 1983ms): Try this: by (metis add.commute[of "1"] ldropn_0 ldropn_Suc_LCons[of "Suc _"] ldropn_Suc_LCons[of "0"] ldropn_eq_LNil[of "Suc _"] ldropn_eq_LNil[of "Suc (Suc _)" "LCons _ _"] ldropn_eq_LNil[of "0" "LCons _ _"] ldropn_eq_LNil[of "Suc (Suc 0)" "LCons undefined xs"] ldropn_eq_LNil[of "Suc (Suc 0)" "LCons _ _"] lhd_ldropn[of "Suc 0" "LCons _ _"] lhd_ldropn[of "0" "LCons _ _"] linorder_not_less[of "enat (Suc 0)" "llength xs"] linorder_not_less[of "enat (Suc 0)" "llength (LCons _ _)"] linorder_not_less[of "enat (Suc _)" "llength _"] linorder_not_less[of "enat (Suc (Suc _))" "llength (LCons _ _)"] linorder_not_less[of "enat 0" "llength (LCons _ _)"] llist.disc(1) llist.expand[of LNil] lnth_0 lnth_Suc_LCons nnul not_lnull_conv[of xs] nth_chain plus_1_eq_Suc) (224 ms)
0.sledgehammer goal.using      9427ms Ordered_Resolution_Prover.Lazy_List_Chain 125:4129  some (SH 9427ms, ATP 517ms): Try this: by (simp add: True llist.expand nnul) (14 ms)
0.sledgehammer goal.by         6757ms Ordered_Resolution_Prover.Lazy_List_Chain 125:4145  some (SH 6757ms, ATP 480ms): Try this: by (simp add: llist.expand) (15 ms)
0.sledgehammer goal.by         3877ms Ordered_Resolution_Prover.Lazy_List_Chain 127:4201  some (SH 3877ms, ATP 433ms): Try this: by blast (1 ms)
0.sledgehammer goal.using      6042ms Ordered_Resolution_Prover.Lazy_List_Chain 131:4294  some (SH 6042ms, ATP 443ms): Try this: by (simp add: nnul) (0.4 ms)
0.sledgehammer goal.by         4595ms Ordered_Resolution_Prover.Lazy_List_Chain 131:4305  some (SH 4595ms, ATP 467ms): Try this: by force (1 ms)
0.sledgehammer goal.using     25768ms Ordered_Resolution_Prover.Lazy_List_Chain 134:4427  some (SH 25768ms, ATP 994ms): Try this: by (metis add.commute ldropn_Suc_conv_ldropn ldropn_eq_LConsD ldropn_ltl lnth_ltl nnul nth_chain plus_1_eq_Suc) (37 ms)
0.sledgehammer goal.by        20149ms Ordered_Resolution_Prover.Lazy_List_Chain 135:4454  some (SH 20149ms, ATP 1043ms): Try this: by (metis add.commute ldropn_Suc_conv_ldropn ldropn_eq_LConsD ldropn_ltl lnth_ltl plus_1_eq_Suc) (118 ms)
0.sledgehammer goal.using     34667ms Ordered_Resolution_Prover.Lazy_List_Chain 137:4594  some (SH 34667ms, ATP 3481ms): Try this: by (metis Extended_Nat.eSuc_mono One_nat_def add.commute calculation(2) lhd_conv_lnth llength_LCons llength_eq_0 lnth_ltl nnul nnul' not_gr_zero nth_chain one_eSuc one_enat_def plus_1_eq_Suc) (163 ms)
0.sledgehammer goal.by        21033ms Ordered_Resolution_Prover.Lazy_List_Chain 138:4658  some (SH 21033ms, ATP 3031ms): Try this: by (metis Extended_Nat.eSuc_mono One_nat_def calculation(2) i0_less lhd_conv_lnth llength_LCons llength_eq_0 lnth_Suc_LCons one_eSuc one_enat_def) (120 ms)
0.sledgehammer goal.by         4311ms Ordered_Resolution_Prover.Lazy_List_Chain 141:4818  some (SH 4311ms, ATP 553ms): Try this: by blast (1 ms)
0.sledgehammer goal.using     154343ms Ordered_Resolution_Prover.Lazy_List_Chain 148:4947  timeout (SH 154343ms):
0.sledgehammer goal.proof     153285ms Ordered_Resolution_Prover.Lazy_List_Chain 149:4959  timeout (SH 153285ms):
0.sledgehammer goal.using      8498ms Ordered_Resolution_Prover.Lazy_List_Chain 152:5103  some (SH 8498ms, ATP 561ms): Try this: by (metis chain.cases) (135 ms)
0.sledgehammer goal.by         3922ms Ordered_Resolution_Prover.Lazy_List_Chain 152:5130  some (SH 3922ms, ATP 370ms): Try this: by force (1 ms)
0.sledgehammer goal.proof     47647ms Ordered_Resolution_Prover.Lazy_List_Chain 154:5158  some (SH 47647ms, ATP 327ms): Try this: using chain(1) chain.cases by fastforce (172 ms)
0.sledgehammer goal.using     21156ms Ordered_Resolution_Prover.Lazy_List_Chain 158:5372  some (SH 21156ms, ATP 1014ms): Try this: by (metis (no_types, lifting) chain(1) chain_not_lnull llist.map_sel(1) llist.simps(13)) (717 ms)
0.sledgehammer goal.by        17856ms Ordered_Resolution_Prover.Lazy_List_Chain 159:5390  some (SH 17856ms, ATP 1053ms): Try this: by (metis (no_types, lifting) chain_not_lnull llist.map_sel(1) llist.simps(13)) (776 ms)
0.sledgehammer goal.by         7279ms Ordered_Resolution_Prover.Lazy_List_Chain 162:5564  some (SH 7279ms, ATP 621ms): Try this: by blast (6 ms)
0.sledgehammer goal.using     20860ms Ordered_Resolution_Prover.Lazy_List_Chain 169:5680  some (SH 20860ms, ATP 1860ms): Try this: by (metis add.commute assms(1,2) chain_lnth_rel chain_not_lnull lnth_rel_chain plus_1_eq_Suc) (183 ms)
0.sledgehammer goal.by        17784ms Ordered_Resolution_Prover.Lazy_List_Chain 169:5692  some (SH 17784ms, ATP 555ms): Try this: by (metis add.commute chain_lnth_rel chain_not_lnull lnth_rel_chain plus_1_eq_Suc) (177 ms)
0.sledgehammer goal.proof     33803ms Ordered_Resolution_Prover.Lazy_List_Chain 176:5945  timeout (SH 33803ms): Timed out
0.sledgehammer goal.using     13371ms Ordered_Resolution_Prover.Lazy_List_Chain 178:6008  some (SH 13371ms, ATP 571ms): Try this: by (meson Suc_ile_eq ldropn_eq_LNil linorder_not_less lnull_def order_less_imp_le si_lt) (47 ms)
0.sledgehammer goal.by        10374ms Ordered_Resolution_Prover.Lazy_List_Chain 178:6020  some (SH 10374ms, ATP 443ms): Try this: by (meson Suc_ile_eq ldropn_eq_LNil linorder_not_less lnull_def order_less_imp_le) (40 ms)
0.sledgehammer goal.using     139362ms Ordered_Resolution_Prover.Lazy_List_Chain 182:6180  some (SH 139361ms, ATP 3977ms): Try this: by (smt (z3) Suc_ile_eq add.commute ldropn_eq_LNil ldropn_ldropn le_add1 linorder_not_less lnth_ldropn order_less_imp_le plus_1_eq_Suc rel) (297 ms)
0.sledgehammer goal.proof     27338ms Ordered_Resolution_Prover.Lazy_List_Chain 192:6417  some (SH 27338ms, ATP 2076ms): Try this: by (metis (mono_tags, lifting) Suc_ile_eq chain_ldropnI llength_lmap lnth_lmap order_less_imp_le rel si_lt) (186 ms)
0.sledgehammer goal.using     97744ms Ordered_Resolution_Prover.Lazy_List_Chain 194:6469  some (SH 97744ms, ATP 209ms): Try this: by (smt (cvc5, best) Suc_ile_eq chain_ldropnI ldropn_lmap llength_lmap lnth_lmap order_less_imp_le rel si_lt) (576 ms)
0.sledgehammer goal.by         3975ms Ordered_Resolution_Prover.Lazy_List_Chain 195:6566  some (SH 3975ms, ATP 272ms): Try this: by fastforce (3 ms)
0.sledgehammer goal.by         4242ms Ordered_Resolution_Prover.Lazy_List_Chain 197:6593  some (SH 4242ms, ATP 443ms): Try this: by simp (4 ms)
0.sledgehammer goal.proof     33887ms Ordered_Resolution_Prover.Lazy_List_Chain 201:6704  timeout (SH 33887ms): Timed out
0.sledgehammer goal.proof     57821ms Ordered_Resolution_Prover.Lazy_List_Chain 205:6846  some (SH 57821ms, ATP 644ms): Try this: by (metis (no_types, lifting) chain.cases converse_rtranclp_into_rtranclp ih lhd_LCons llast_LCons llist.disc(1) ltl_simps(2) r_x_xs rtranclp.simps) (2.2 s)
0.sledgehammer goal.using      8028ms Ordered_Resolution_Prover.Lazy_List_Chain 208:6935  some (SH 8028ms, ATP 560ms): Try this: using chain.cases r_x_xs by blast (51 ms)
0.sledgehammer goal.by         6058ms Ordered_Resolution_Prover.Lazy_List_Chain 208:6948  some (SH 6058ms, ATP 596ms): Try this: using chain.cases by blast (16 ms)
0.sledgehammer goal.using     24766ms Ordered_Resolution_Prover.Lazy_List_Chain 210:7005  some (SH 24766ms, ATP 1284ms): Try this: by (metis chain.cases chain_not_lnull converse_rtranclp_into_rtranclp ih lhd_LCons llast_LCons ltl_simps(2) r_x_xs xs_nnil) (512 ms)
0.sledgehammer goal.by        20272ms Ordered_Resolution_Prover.Lazy_List_Chain 211:7044  some (SH 20271ms, ATP 615ms): Try this: by (metis chain.cases chain_not_lnull converse_rtranclp_into_rtranclp lhd_LCons llast_LCons ltl_simps(2)) (554 ms)
0.sledgehammer goal.proof     33300ms Ordered_Resolution_Prover.Lazy_List_Chain 218:7280  timeout (SH 33300ms): Timed out
0.sledgehammer goal.by        47225ms Ordered_Resolution_Prover.Lazy_List_Chain 221:7395  some (SH 47224ms, ATP 761ms): Try this: by (simp add: chain.intros(1,2)) (1 ms)
0.sledgehammer goal.by         3978ms Ordered_Resolution_Prover.Lazy_List_Chain 223:7447  some (SH 3978ms, ATP 482ms): Try this: by blast (0.4 ms)
0.sledgehammer goal.using      4878ms Ordered_Resolution_Prover.Lazy_List_Chain 230:7624  some (SH 4878ms, ATP 414ms): Try this: using ih by force (2 ms)
0.sledgehammer goal.by         3246ms Ordered_Resolution_Prover.Lazy_List_Chain 230:7633  some (SH 3246ms, ATP 406ms): Try this: by blast (3 ms)
0.sledgehammer goal.unfolding 34543ms Ordered_Resolution_Prover.Lazy_List_Chain 235:7728  timeout (SH 34542ms): Timed out
0.sledgehammer goal.using     34275ms Ordered_Resolution_Prover.Lazy_List_Chain 235:7745  timeout (SH 34275ms): Timed out
0.sledgehammer goal.by        16564ms Ordered_Resolution_Prover.Lazy_List_Chain 236:7803  some (SH 16564ms, ATP 1552ms): Try this: by (metis append_Cons lappend_llist_of_llist_of lhd_LCons llast_llist_of llist_of.simps(1,2) snoc_eq_iff_butlast) (196 ms)
0.sledgehammer goal.by         3938ms Ordered_Resolution_Prover.Lazy_List_Chain 238:7876  some (SH 3938ms, ATP 502ms): Try this: by blast (3 ms)
0.sledgehammer goal.by        34313ms Ordered_Resolution_Prover.Lazy_List_Chain 252:8216  some (SH 34313ms, ATP 167ms): Try this: by (metis list.exhaust llist.disc(2) prepend.simps(1,2)) (22 ms)
0.sledgehammer goal.by        13883ms Ordered_Resolution_Prover.Lazy_List_Chain 255:8324  some (SH 13883ms, ATP 572ms): Try this: by (metis list.collapse llist.sel(1) prepend.simps(1,2)) (45 ms)
0.sledgehammer goal.by        33908ms Ordered_Resolution_Prover.Lazy_List_Chain 258:8405  timeout (SH 33908ms): Timed out
0.sledgehammer goal.by        33561ms Ordered_Resolution_Prover.Lazy_List_Chain 261:8496  timeout (SH 33561ms): Timed out
0.sledgehammer goal.by        30663ms Ordered_Resolution_Prover.Lazy_List_Chain 264:8599  timeout (SH 30663ms): Timed out
0.sledgehammer goal.by        34017ms Ordered_Resolution_Prover.Lazy_List_Chain 267:8742  timeout (SH 34017ms): Timed out
0.sledgehammer goal.by        33392ms Ordered_Resolution_Prover.Lazy_List_Chain 270:8860  timeout (SH 33392ms): Timed out
0.sledgehammer goal.by        34140ms Ordered_Resolution_Prover.Lazy_List_Chain 274:8994  timeout (SH 34140ms): Timed out
0.sledgehammer goal.by        33944ms Ordered_Resolution_Prover.Lazy_List_Chain 278:9199  timeout (SH 33944ms): Timed out
0.sledgehammer goal.by        33644ms Ordered_Resolution_Prover.Lazy_List_Chain 281:9290  timeout (SH 33643ms): Timed out
0.sledgehammer goal.by         8431ms Ordered_Resolution_Prover.Lazy_List_Chain 284:9384  some (SH 8431ms, ATP 1086ms): Try this: by (metis prepend.simps(1,2) prepend_prepend) (51 ms)
0.sledgehammer goal.by        33279ms Ordered_Resolution_Prover.Lazy_List_Chain 288:9518  timeout (SH 33279ms): Timed out
0.sledgehammer goal.using     35895ms Ordered_Resolution_Prover.Lazy_List_Chain 294:9762  timeout (SH 35895ms): Timed out
0.sledgehammer goal.proof     29756ms Ordered_Resolution_Prover.Lazy_List_Chain 294:9772  timeout (SH 29756ms): Timed out
0.sledgehammer goal.using     30114ms Ordered_Resolution_Prover.Lazy_List_Chain 297:9877  some (SH 30114ms, ATP 3993ms): Try this: by (metis less.hyps less.prems less_enatE lfinite_conv_llength_enat local.step the_enat.simps) (46 ms)
0.sledgehammer goal.by        28010ms Ordered_Resolution_Prover.Lazy_List_Chain 297:9891  some (SH 28010ms, ATP 3781ms): Try this: by (metis (no_types, lifting) enat_ord_code(4) length_list_of less.hyps less_enatE local.step not_less_iff_gr_or_eq not_lfinite_llength the_enat.simps) (532 ms)
0.sledgehammer goal.using     35710ms Ordered_Resolution_Prover.Lazy_List_Chain 306:10256  timeout (SH 35710ms): Timed out
0.sledgehammer goal.proof     34243ms Ordered_Resolution_Prover.Lazy_List_Chain 306:10271  timeout (SH 34243ms): Timed out
0.sledgehammer goal.by        34807ms Ordered_Resolution_Prover.Lazy_List_Chain 309:10362  timeout (SH 34807ms): Timed out
0.sledgehammer goal.proof     36150ms Ordered_Resolution_Prover.Lazy_List_Chain 324:10844  timeout (SH 36150ms): Timed out
0.sledgehammer goal.using     34808ms Ordered_Resolution_Prover.Lazy_List_Chain 326:10897  timeout (SH 34808ms): Timed out
0.sledgehammer goal.by        34131ms Ordered_Resolution_Prover.Lazy_List_Chain 327:10913  timeout (SH 34130ms): Timed out
0.sledgehammer goal.using     34406ms Ordered_Resolution_Prover.Lazy_List_Chain 331:11087  timeout (SH 34406ms): Timed out
0.sledgehammer goal.proof     33509ms Ordered_Resolution_Prover.Lazy_List_Chain 332:11101  timeout (SH 33508ms): Timed out
0.sledgehammer goal.by        111743ms Ordered_Resolution_Prover.Lazy_List_Chain 335:11231  some (SH 111742ms, ATP 2047ms): Try this: by (metis emb.cases[of xs ys] enat_le_plus_same(2)[of "llength (LCons _ _)" "enat (size _)"] enat_le_plus_same(2)[of "llength _" "enat (length (_ @ [_]))"] iless_Suc_eq[of "length (list_of (LCons undefined ys))" "llength ys"] length_list_of[of "LCons undefined ys"] less.IH lfinite.simps[of LNil] lfinite.simps[of "LCons _ _"] lfinite.simps[of "LCons undefined ys"] llength_LCons llength_prepend[of _ "LCons _ _"] llength_prepend[of "_ @ [_]"] order_less_le[of "eSuc (llength ys)" "eSuc (llength ys)"] order_less_le[of "llength _" "llength ys"] prepend_LCons) (1.6 s)
0.sledgehammer goal.by        33696ms Ordered_Resolution_Prover.Lazy_List_Chain 346:11624  timeout (SH 33696ms): Timed out
0.sledgehammer goal.proof     33805ms Ordered_Resolution_Prover.Lazy_List_Chain 355:12074  timeout (SH 33804ms): Timed out
0.sledgehammer goal.by        36530ms Ordered_Resolution_Prover.Lazy_List_Chain 359:12202  some (SH 36530ms, ATP 855ms): Try this: by (metis (lifting) assms lfinite_prepend prepend_cong1_alt prepend_prepend) (3.7 s)
0.sledgehammer goal.by        35272ms Ordered_Resolution_Prover.Lazy_List_Chain 363:12350  some (SH 35271ms, ATP 639ms): Try this: by (metis emb.simps lfinite_prepend prepend_prepend) (3.4 s)
0.sledgehammer goal.by        11212ms Ordered_Resolution_Prover.Lazy_List_Chain 367:12537  some (SH 11212ms, ATP 474ms): Try this: by (metis emb_prepend prepend_cong1.simps prepend_cong1_alt) (134 ms)
0.sledgehammer goal.unfolding 15588ms Ordered_Resolution_Prover.Lazy_List_Chain 372:12743  some (SH 15588ms, ATP 1329ms): Try this: by (metis prepend_cong1_alt sup1CI sup1E) (404 ms)
0.sledgehammer goal.by         5504ms Ordered_Resolution_Prover.Lazy_List_Chain 372:12771  some (SH 5504ms, ATP 505ms): Try this: by blast (3 ms)
0.sledgehammer goal.using     34568ms Ordered_Resolution_Prover.Lazy_List_Chain 380:13050  some (SH 34568ms, ATP 1487ms): Try this: by (metis (no_types, lifting) assms(1,2) emb_prepend_coinduct_cong prepend_cong1_emb prepend_cong_distrib) (2.6 s)
0.sledgehammer goal.unfolding 27574ms Ordered_Resolution_Prover.Lazy_List_Chain 380:13062  some (SH 27574ms, ATP 1934ms): Try this: by (metis (no_types, lifting) emb_prepend_coinduct_cong prepend_cong1_emb prepend_cong_distrib) (3.4 s)
0.sledgehammer goal.by         5547ms Ordered_Resolution_Prover.Lazy_List_Chain 381:13113  some (SH 5547ms, ATP 532ms): Try this: using emb_prepend_coinduct_cong by blast (36 ms)
0.sledgehammer goal.by        56360ms Ordered_Resolution_Prover.Lazy_List_Chain 389:13429  some (SH 56360ms, ATP 2025ms): Try this: by (smt (cvc5) assms emb_prepend_coinduct_aux prepend_cong1_base prepend_cong1_prepend prepend_cong_distrib)
0.sledgehammer goal.proof     33775ms Ordered_Resolution_Prover.Lazy_List_Chain 401:13756  timeout (SH 33775ms): Timed out
0.sledgehammer goal.proof     69774ms Ordered_Resolution_Prover.Lazy_List_Chain 404:13846  some (SH 69774ms, ATP 1110ms): Try this: by (metis append_self_conv2 chain.cases chain.chain_singleton chain_cons lhd_LCons llist_of.simps(1,2) prepend.simps(1)) (123 ms)
0.sledgehammer goal.by        42517ms Ordered_Resolution_Prover.Lazy_List_Chain 407:13933  some (SH 42517ms, ATP 5252ms): Try this: by (metis (lifting) ext append.right_neutral chain.chain_cons chain.chain_singleton lfinite_LNil lhd_LCons list_of_LNil list_of_aux_def list_of_code llist_of.simps(1,2) prepend.simps(1) rev.simps(2) rev_singleton_conv) (1.2 s)
0.sledgehammer goal.proof     33802ms Ordered_Resolution_Prover.Lazy_List_Chain 413:14103  timeout (SH 33802ms): Timed out
0.sledgehammer goal.proof     33799ms Ordered_Resolution_Prover.Lazy_List_Chain 416:14191  timeout (SH 33799ms): Timed out
0.sledgehammer goal.by        34182ms Ordered_Resolution_Prover.Lazy_List_Chain 419:14273  timeout (SH 34182ms): Timed out
0.sledgehammer goal.unfolding 33714ms Ordered_Resolution_Prover.Lazy_List_Chain 426:14504  timeout (SH 33714ms): Timed out
0.sledgehammer goal.by         3777ms Ordered_Resolution_Prover.Lazy_List_Chain 426:14525  some (SH 3777ms, ATP 425ms): Try this: using chain'_imp_chain chain_imp_chain' by blast (9 ms)
0.sledgehammer goal.by        59039ms Ordered_Resolution_Prover.Lazy_List_Chain 433:14797  some (SH 59039ms, ATP 813ms): Try this: by (smt (z3) chain'.coinduct chain_chain') (2.6 s)
0.sledgehammer goal.unfolding 33702ms Ordered_Resolution_Prover.Lazy_List_Chain 447:15113  timeout (SH 33701ms): Timed out
