1; Draft.Scratch_smt_check_7_21732; 2026-04-10 13:47:35.784;
and: 99000,
implies_neg2: 162000,160000,250000,200000,441000,244000,443000,238000,445000,347000,626000,839000,821000,452000,
__local_input: 94000,58000,63000,69000,71000,72000,73000,16000,43000,16000,50000,136000,117000,65000,30000,53000,26000,58000,91000,81000,38000,30000,29000,30000,16000,42000,
qnt_rm_unused: 239000,1147000,
connective_def: 316000,
equiv_simplify: 228000,234000,559000,466000,
implies_simplify: 1296000,
__normalized_input: 7192000,7221000,6507000,6485000,5050000,5209000,4565000,5504000,28004000,8364000,8145000,2701000,984000,1057000,
miniscope_distribute: 348000,
rare_rewrite_eq-refl: 70000,
rare_rewrite_eq-symm: 93000,104000,67000,109000,94000,69000,131000,73000,117000,105000,80000,77000,81000,78000,106000,99000,81000,165000,85000,90000,77000,168000,84000,87000,85000,166000,177000,146000,151000,152000,294000,82000,87000,98000,169000,109000,
rare_rewrite_or-not-refl: 6401000,
rare_rewrite_bool-impl-elim: 6757000,6982000,6570000,6485000,7692000,12144000,12558000,7215000,
rare_rewrite_bool-or-de-morgan: 6779000,
rare_rewrite_bool-and-de-morgan: 6473000,15510000,7588000,6365000,6491000,12062000,12027000,6868000,
rare_rewrite_bool-or-and-distrib: 6907000,
rare_rewrite_bool-double-not-elim: 94000,207000,98000,94000,91000,162000,172000,172000,540000,336000,178000,229000,

