rule,count,total,mean,min,first_quartile,median,third_quartile,max
or_pos,1678,586584000,349573.30154946365,176000,276000,336000,416750,655000
symm,3313,583921000,176251.43374584967,62000,102000,145000,223000,490000
refl,8833,576205000,65233.21634778671,21000,32000,48000,81000,254000
equiv_simplify,1675,542932000,324138.50746268657,147000,217000,295000,393500,942000
rare_rewrite_arith-elim-gt,65,522770000,8042615.384615385,5684000,6130000,6709000,11261000,11870000
qnt_rm_unused,407,467510000,1148673.2186732187,259000,451000,862000,1572500,3948000
onepoint,261,437392000,1675831.417624521,930000,1253000,1556000,2052000,3185000
rare_rewrite_bool-double-not-elim,2190,392729000,179328.3105022831,73000,115000,162000,220000,444000
evaluate,1266,334224000,264000,148000,203000,262500,304000,457000
equiv1,1272,328896000,258566.03773584907,76000,131000,198000,321000,1001000
__local_input,5489,285447000,52003.46146839133,15000,27000,44000,70000,142000
connective_def,677,275663000,407183.1610044313,211000,295000,385000,497000,824000
miniscope_split,326,235552000,722552.1472392638,280000,416500,542000,768250,2847000
equiv2,973,192155000,197487.15313463515,76000,127000,176000,247000,545000
rare_rewrite_arith-geq-tighten,14,167437000,11959785.714285715,6389000,11183250,11349000,12341250,22414000
implies_simplify,310,159906000,515825.8064516129,173000,268250,389500,638500,1561000
and_intro,635,153666000,241993.70078740158,84000,136000,193000,293000,775000
and_neg,402,153106000,380860.69651741296,149000,239000,328000,454750,1207000
rare_rewrite_bool-implies-de-morgan,17,148777000,8751588.235294119,5548000,6030000,10838000,11280000,11615000
rare_rewrite_bool-not-eq-elim1,16,134906000,8431625,5372000,5554500,6842000,10834250,13529000
qnt_join,336,129258000,384696.4285714286,205000,279750,357000,455250,777000
rare_rewrite_bool-or-and-distrib,11,110373000,10033909.090909092,6225000,6782000,11952000,12048000,12456000
not_not,535,100784000,188381.30841121497,98000,147000,182000,223500,343000
rare_rewrite_eq-refl,726,100310000,138168.04407713498,62000,91000,115000,167000,481000
not_and,295,92365000,313101.69491525425,139000,205000,262000,367500,849000
and,468,76680000,163846.15384615384,67000,108000,134000,193500,460000
la_mult_neg,183,65374000,357234.9726775956,208000,280000,335000,428500,639000
rare_rewrite_bool-or-taut2,5,49021000,9804200,6388000,8362000,10866000,11576000,11829000
equiv_pos1,435,48002000,110349.42528735632,40000,66000,96000,144500,271000
comp_simplify,21,45983000,2189666.6666666665,1364000,1432000,1699000,2801000,3575000
rare_rewrite_bool-not-eq-elim2,2,36016000,18008000,12881000,15444500,18008000,20571500,23135000
rare_rewrite_ite-else-true,1,29904000,29904000,29904000,29904000,29904000,29904000,29904000
not_or,74,27906000,377108.1081081081,246000,286500,340500,452750,589000
choice,460,25782000,56047.82608695652,29000,37000,52000,72000,110000
miniscope_distribute,37,24192000,653837.8378378379,283000,473000,606000,779000,1347000
rare_rewrite_ite-then-false,2,23735000,11867500,11723000,11795250,11867500,11939750,12012000
rare_rewrite_bool-eq-nrefl,2,23063000,11531500,11488000,11509750,11531500,11553250,11575000
rare_rewrite_ite-true-cond,1,18631000,18631000,18631000,18631000,18631000,18631000,18631000
rare_rewrite_ite-then-true,2,18551000,9275500,6880000,8077750,9275500,10473250,11671000
rare_rewrite_arith-leq-norm,2,18387000,9193500,6347000,7770250,9193500,10616750,12040000
rare_rewrite_arith-geq-norm1-real,2,17235000,8617500,5866000,7241750,8617500,9993250,11369000
rare_rewrite_eq-ite-lift,2,15021000,7510500,7281000,7395750,7510500,7625250,7740000
not_symm,118,13533000,114686.44067796611,57000,92000,113000,132750,206000
ite2,69,13370000,193768.115942029,82000,107000,173000,223000,604000
rare_rewrite_bool-impl-true2,1,12238000,12238000,12238000,12238000,12238000,12238000,12238000
or_simplify,19,12045000,633947.3684210526,413000,442000,543000,821500,899000
rare_rewrite_bool-not-ite-elim,1,11295000,11295000,11295000,11295000,11295000,11295000,11295000
rare_rewrite_bool-impl-false2,1,11280000,11280000,11280000,11280000,11280000,11280000,11280000
ite1,57,10729000,188228.0701754386,79000,103000,165000,205000,466000
not_equiv1,57,10092000,177052.63157894736,97000,133000,167000,203000,357000
not_equiv2,57,9883000,173385.9649122807,97000,133000,165000,205000,310000
la_mult_pos,18,7711000,428388.8888888889,214000,321750,372000,560000,927000
and_simplify,11,7499000,681727.2727272727,424000,456000,791000,834000,845000
rare_rewrite_ite-else-false,1,5710000,5710000,5710000,5710000,5710000,5710000,5710000
implies_pos,17,4755000,279705.8823529412,124000,173000,240000,331000,509000
miniscope_ite,1,4114000,4114000,4114000,4114000,4114000,4114000,4114000
true,85,4094000,48164.705882352944,33000,38000,42000,59000,75000
false,169,3116000,18437.86982248521,12000,17000,19000,20000,30000
la_disequality,17,2934000,172588.23529411765,69000,85000,119000,205000,673000
equiv_neg1,36,2043000,56750,31000,37500,56500,69500,102000
equiv_neg2,36,1942000,53944.444444444445,29000,38750,53500,62500,98000
not_implies2,11,1789000,162636.36363636365,106000,117500,138000,220000,257000
not_implies1,13,1694000,130307.69230769231,95000,99000,112000,147000,211000
ite_pos2,3,1014000,338000,318000,329000,340000,348000,356000
ite_pos1,2,688000,344000,343000,343500,344000,344500,345000
ite_neg2,1,526000,526000,526000,526000,526000,526000,526000
not_ite2,1,469000,469000,469000,469000,469000,469000,469000
ite_neg1,2,438000,219000,213000,216000,219000,222000,225000
