rule,count,total,mean,min,first_quartile,median,third_quartile,max
la_mult_neg,205,85056000,414907.31707317074,172000,275000,335000,432000,7814000
rare_rewrite_bool-or-taut2,7,81758000,11679714.285714285,5912000,7375000,10866000,11702500,26825000
equiv_pos1,485,64306000,132589.69072164947,29000,63000,96000,150000,3587000
rare_rewrite_ite-true-cond,3,56770000,18923333.333333332,11527000,15079000,18631000,22621500,26612000
comp_simplify,25,55881000,2235240,1339000,1413000,1699000,2876000,3619000
rare_rewrite_ite-then-false,4,51522000,12880500,11720000,11722250,11867500,13025750,16067000
choice,512,42701000,83400.390625,23000,36000,52000,74250,4800000
rare_rewrite_bool-eq-nrefl,4,41858000,10464500,5537000,10000250,11531500,11995750,13258000
rare_rewrite_arith-leq-norm,4,37451000,9362750,6273000,6328500,9193500,12227750,12791000
rare_rewrite_ite-then-true,4,36913000,9228250,6596000,6809000,9275500,11694750,11766000
rare_rewrite_bool-not-eq-elim2,2,36016000,18008000,12881000,15444500,18008000,20571500,23135000
not_or,84,32265000,384107.14285714284,209000,283750,340500,467750,810000
rare_rewrite_bool-impl-true2,3,31840000,10613333.333333334,7051000,9644500,12238000,12394500,12551000
rare_rewrite_ite-else-true,1,29904000,29904000,29904000,29904000,29904000,29904000,29904000
miniscope_distribute,41,27771000,677341.4634146341,244000,448000,606000,799000,1683000
rare_rewrite_arith-geq-norm1-real,2,17235000,8617500,5866000,7241750,8617500,9993250,11369000
not_symm,131,16973000,129564.88549618321,50000,90000,114000,137000,1661000
ite2,77,16684000,216675.32467532466,55000,103000,173000,229000,857000
rare_rewrite_eq-ite-lift,2,15021000,7510500,7281000,7395750,7510500,7625250,7740000
not_equiv1,65,13659000,210138.46153846153,65000,127000,167000,212000,1344000
ite1,65,13544000,208369.23076923078,58000,97000,165000,236000,743000
or_simplify,21,13461000,641000,407000,442000,543000,836000,1009000
not_equiv2,65,12153000,186969.23076923078,66000,131000,165000,209000,694000
rare_rewrite_bool-not-ite-elim,1,11295000,11295000,11295000,11295000,11295000,11295000,11295000
rare_rewrite_bool-impl-false2,1,11280000,11280000,11280000,11280000,11280000,11280000,11280000
false,182,8889000,48840.65934065934,11000,17250,19000,20000,3647000
la_mult_pos,20,8854000,442700,213000,301500,372000,592500,930000
and_simplify,13,8838000,679846.1538461539,423000,441000,791000,836000,916000
rare_rewrite_ite-else-false,1,5710000,5710000,5710000,5710000,5710000,5710000,5710000
implies_pos,19,5507000,289842.1052631579,75000,173000,240000,373500,677000
true,93,4585000,49301.07526881721,26000,38000,42000,61000,87000
miniscope_ite,1,4114000,4114000,4114000,4114000,4114000,4114000,4114000
la_disequality,19,3694000,194421.05263157896,59000,82000,119000,208000,701000
equiv_neg1,38,2335000,61447.36842105263,31000,38000,57000,79250,170000
not_implies2,13,2300000,176923.07692307694,91000,114000,138000,224000,420000
equiv_neg2,39,2203000,56487.179487179485,28000,38500,54000,65500,134000
not_implies1,15,1986000,132400,65000,97500,112000,153500,227000
ite_pos2,5,1725000,345000,313000,318000,340000,356000,398000
ite_pos1,4,1372000,343000,331000,340000,344000,347000,353000
ite_neg1,4,1069000,267250,209000,212000,219000,274250,422000
ite_neg2,1,526000,526000,526000,526000,526000,526000,526000
not_ite2,1,469000,469000,469000,469000,469000,469000,469000
