rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_bool-not-eq-elim1,18,169076124.99999997,9393118.055555554,5316800,5553500,6842000,10856750,28853324.99999998
rare_rewrite_bool-implies-de-morgan,19,166060450,8740023.684210526,5435800,5993000,10838000,11331500,11847650
qnt_join,372,150362249.99999994,404199.5967741934,196000,273000,357500,469500,1032724.9999999917
rare_rewrite_bool-or-and-distrib,13,136744200,10518784.615384616,6110200,6556000,11952000,12122000,20260999.999999993
rare_rewrite_eq-refl,806,124792500,154829.40446650123,59000,88000,115000,181000,566500
not_not,592,115597125,195265.41385135136,93000,141000,182000,230250,438675.00000000006
not_and,326,111421625,341784.12576687115,134000,201500,264000,394250,1103625
and,520,93322875,179467.0673076923,62000,106000,134000,203250,638374.9999999997
rare_rewrite_bool-or-taut2,7,79580000,11368571.42857143,5983400,7375000,10866000,11702500,24575599.999999996
la_mult_neg,205,76435200,372854.6341463415,193200,275000,335000,432000,918500.0000000012
equiv_pos1,485,57613500,118790.72164948453,36000,63000,96000,150000,388499.9999999994
rare_rewrite_ite-true-cond,3,56726150,18908716.666666668,11882200,15256600,18631000,22421975,26212950
comp_simplify,25,55870200,2234808,1351600,1413000,1699000,2876000,3595600
rare_rewrite_ite-then-false,4,51218100,12804525,11720225,11722306.25,11867500,12949718.75,15762875
rare_rewrite_bool-eq-nrefl,4,42178100,10544525,5983325,10111831.25,11531500,11964193.75,13131775
rare_rewrite_arith-leq-norm,4,37400225,9350056.25,6278550,6329887.5,9193500,12213668.75,12734675
rare_rewrite_ite-then-true,4,36927175,9231793.75,6617300,6814325,9275500,11692968.75,11758875
rare_rewrite_bool-not-eq-elim2,2,36016000,18008000,13137350,15572675,18008000,20443325,22878650
not_or,84,32087675,381996.13095238095,228600,283750,340500,467750,607625
rare_rewrite_bool-impl-true2,3,32083700,10694566.666666666,7310350,9774175,12238000,12386675,12535350
choice,512,30050850,58693.06640625,26775,36000,52000,74250,149674.99999999988
rare_rewrite_ite-else-true,1,29904000,29904000,29904000,29904000,29904000,29904000,29904000
miniscope_distribute,41,27496000,670634.1463414634,280000,448000,606000,799000,1372000
rare_rewrite_arith-geq-norm1-real,2,17235000,8617500,6003575,7310537.5,8617500,9924462.5,11231425
ite2,77,16436199.999999998,213457.14285714284,74400,103000,173000,229000,712199.9999999992
not_symm,131,15473000,118114.50381679389,53250,90000,114000,137000,240750
rare_rewrite_eq-ite-lift,2,15021000,7510500,7292475,7401487.5,7510500,7619512.5,7728525
or_simplify,21,13409000,638523.8095238095,410000,442000,543000,836000,954000
ite1,65,13387400,205960,75000,97000,165000,236000,637199.9999999999
not_equiv1,65,12729399.999999998,195836.92307692303,82200,127000,167000,212000,716999.9999999993
not_equiv2,65,11825400,181929.23076923078,83000,131000,165000,209000,447199.99999999977
rare_rewrite_bool-not-ite-elim,1,11295000,11295000,11295000,11295000,11295000,11295000,11295000
rare_rewrite_bool-impl-false2,1,11280000,11280000,11280000,11280000,11280000,11280000,11280000
la_mult_pos,20,8853050,442652.5,213475,301500,372000,592500,928575
and_simplify,13,8817000,678230.7692307692,423300,441000,791000,836000,894700
rare_rewrite_ite-else-false,1,5710000,5710000,5710000,5710000,5710000,5710000,5710000
implies_pos,19,5453450,287023.6842105263,97050,173000,240000,373500,601400.0000000001
true,93,4581200,49260.215053763444,30200,38000,42000,61000,81200.00000000001
miniscope_ite,1,4114000,4114000,4114000,4114000,4114000,4114000,4114000
la_disequality,19,3685900,193994.73684210525,63500,82000,119000,208000,688400
false,182,3515250,19314.56043956044,12000,17250,19000,20000,38849.99999999996
equiv_neg1,38,2290600,60278.94736842105,31000,38000,57000,79250,125599.9999999998
not_implies2,13,2255600,173507.6923076923,95500,114000,138000,224000,371099.9999999999
equiv_neg2,39,2170700,55658.97435897436,28950,38500,54000,65500,100749.9999999999
not_implies1,15,1990900,132726.66666666666,75500,97500,112000,153500,221400
ite_pos2,5,1721300,344260,313500,318000,340000,356000,393800
ite_pos1,4,1372300,343075,331900,340225,344000,346850,352400
ite_neg1,4,1054525,263631.25,209300,212075,219000,270556.25,407224.99999999994
ite_neg2,1,526000,526000,526000,526000,526000,526000,526000
not_ite2,1,469000,469000,469000,469000,469000,469000,469000
