rule,count,total,mean,min,first_quartile,median,third_quartile,max
refl,5986,474383000,79248.74707651186,20000,32000,48000,90000,423000
symm,2294,436394749.9999999,190233.10810810805,62000,101000,148000,234750,585374.9999999986
equiv_simplify,1155,409483400,354531.08225108223,138000,189500,291000,395500,1359599.9999999995
rare_rewrite_arith-elim-gt,48,381632350,7950673.958333333,5599700,6057250,6574000,10871250,12069974.999999998
or_pos,1066,376877625,353543.7382739212,175000,271500,331500,415750,701875
rare_rewrite_eq-symm,2303,367560200,159600.60790273556,65000,102000,137000,190000,496899.99999999965
onepoint,184,308717625,1677813.1793478262,788250,1185500,1378500,1943500,5328074.999999998
equiv1,958,307764000,321256.7849686848,69925,119000,199000,330500,1749949.9999999981
qnt_rm_unused,263,295445800,1123368.060836502,182700.00000000003,421000,824000,1493000,4076699.9999999995
rare_rewrite_bool-double-not-elim,1576,283398000,179821.0659898477,62000,110000,149000,219000,507250
evaluate,945,251145400,265762.32804232807,128000,200000,257000,299000,554599.9999999995
rare_rewrite_arith-geq-tighten,18,213745975,11874776.388888888,5469725,10348500,10834500,11492500,24224250
__local_input,3736,209147250,55981.59796573876,14000,29000,45000,71000,179875
connective_def,473,201901400,426852.8541226216,182800,301000,392000,508000,1023399.9999999997
miniscope_split,281,199844000,711188.6120996441,220000,382000,524000,707000,3140000
and_neg,258,145967600,565765.8914728683,143000,233250,321500,454000,4723799.999999999
implies_simplify,215,137259200,638414.8837209302,162000,267000,393000,734500,2872200.0000000023
equiv2,619,134026800,216521.48626817449,69000,121000,172000,244000,885049.9999999995
and_intro,459,122887200,267728.1045751634,78450,129500,182000,291000,1136900.0000000002
rare_rewrite_eq-refl,513,88485800,172486.93957115008,56000,90000,120000,188000,817600
qnt_join,226,86593750,383158.18584070797,184875,252000,337000,444250,1121750
and,387,76838000,198547.80361757107,64650,108500,152000,241000,650149.9999999991
not_and,198,71673499.99999997,361987.37373737356,155775,204250,266500,466250,1186524.999999994
not_not,345,67273800,194996.52173913043,92000,145000,177000,218000,557199.9999999995
rare_rewrite_bool-or-taut2,6,64932250,10822041.666666666,5723750,6138000,8386000,10766000,25488500
la_mult_neg,167,64871000,388449.1017964072,198800,275000,328000,442000,1124399.999999999
rare_rewrite_bool-or-and-distrib,7,61285000,8755000,5594800,5816000,9236000,11383000,12056200
rare_rewrite_bool-not-eq-elim1,3,55799250,18599750,11763550,16566275,21369000,22017850,22666700
rare_rewrite_ite-then-false,4,47291175,11822793.75,11534950,11608487.5,11755500,11969806.25,12245225
rare_rewrite_ite-else-true,1,38782000,38782000,38782000,38782000,38782000,38782000,38782000
comp_simplify,18,38486525,2138140.277777778,1340825,1403500,1570000,2980500,3506700
rare_rewrite_ite-then-true,4,36000450,9000112.5,6115200,6154050,8631500,11477562.5,12622250
equiv_pos1,300,32002400,106674.66666666667,37475,61000,89000,133000,287574.99999999994
rare_rewrite_bool-impl-true2,3,31938950,10646316.666666666,6164850,9421925,12679000,12887050,13095100
rare_rewrite_bool-implies-de-morgan,4,29273950,7318487.5,5652550,6175637.5,6418000,7560850,10785400
not_or,70,24354950,347927.85714285716,195175,244000,330000,449750,645299.9999999999
rare_rewrite_ite-else-false,1,22968000,22968000,22968000,22968000,22968000,22968000,22968000
rare_rewrite_ite-true-cond,1,22645000,22645000,22645000,22645000,22645000,22645000,22645000
miniscope_distribute,27,18661000,691148.1481481482,265950,496000,584000,913500,1335049.9999999998
choice,321,17675000,55062.30529595016,21000,35000,53000,72000,100000
rare_rewrite_arith-geq-norm1-real,2,17634000,8817000,6014500,7415750,8817000,10218250,11619500
rare_rewrite_eq-ite-lift,2,14139000,7069500,7059525,7064512.5,7069500,7074487.5,7079475
ite2,61,13061000,214114.75409836066,73500,92000,166000,225000,758500
rare_rewrite_bool-eq-nrefl,1,11477000,11477000,11477000,11477000,11477000,11477000,11477000
rare_rewrite_bool-not-eq-elim2,1,11400000,11400000,11400000,11400000,11400000,11400000,11400000
rare_rewrite_bool-not-ite-elim,1,11297000,11297000,11297000,11297000,11297000,11297000,11297000
not_symm,92,11271150,122512.5,57275,91000,115500,140500,247774.99999999988
rare_rewrite_bool-impl-false2,1,10781000,10781000,10781000,10781000,10781000,10781000,10781000
not_equiv1,56,10446250,186540.17857142858,80000,103500,134000,215250,759125
not_equiv2,56,10052000,179500,80000,116750,156500,208500,526000
ite1,47,9853500,209648.93617021278,77300,98500,151000,255000,578950
la_mult_pos,20,8521150,426057.5,195950,294750,341000,524250,913199.9999999999
implies_pos,15,7065350.000000001,471023.3333333334,136550,202500,258000,468000,2736800.000000001
miniscope_ite,1,4050000,4050000,4050000,4050000,4050000,4050000,4050000
true,69,3170200,45944.92753623189,28000,37000,42000,57000,72600
or_simplify,3,2902700,967566.6666666666,924500,948250,972000,989100,1006200
la_disequality,14,2843650,203117.85714285713,69275,82750,114000,257500,645375
false,132,2496600,18913.636363636364,12000,17000,18000,19000,40899.99999999998
equiv_neg1,33,2219999.9999999986,67272.72727272724,30800,38000,56000,68000,474199.99999999866
not_implies1,15,1991450,132763.33333333334,86100,96000,123000,151500,219350
not_implies2,12,1960750,163395.83333333334,90375,113750,135000,204750,329374.99999999994
equiv_neg2,35,1749100,49974.28571428572,30000,37000,48000,59000,83099.99999999999
ite_pos2,5,1451900,290380,247300,259000,306000,318000,321600
ite_pos1,4,1202775,300693.75,297150,298537.5,300000,302156.25,305625
and_simplify,1,891000,891000,891000,891000,891000,891000,891000
