rule,count,total,mean,min,first_quartile,median,third_quartile,max
not_equiv2,50,8294000,165880,90000,119250,156500,205000,310000
not_equiv1,50,8217000,164340,88000,108250,134000,204000,325000
ite1,41,7889000,192414.63414634147,81000,103000,151000,235000,454000
la_mult_pos,18,7412000,411777.77777777775,197000,306250,341000,504250,888000
implies_pos,13,4192000,322461.53846153844,171000,210000,258000,442000,597000
miniscope_ite,1,4050000,4050000,4050000,4050000,4050000,4050000,4050000
true,64,2855000,44609.375,28000,36750,42000,56000,65000
false,118,2156000,18271.186440677968,13000,17000,18000,19000,25000
la_disequality,12,2129000,177416.66666666666,74000,86250,114000,164500,642000
not_implies1,13,1686000,129692.30769230769,90000,97000,123000,148000,207000
equiv_neg1,30,1622000,54066.666666666664,31000,38250,54500,66000,92000
equiv_neg2,33,1585000,48030.30303030303,30000,37000,48000,54000,73000
not_implies2,10,1541000,154100,94000,115000,135000,204000,217000
or_simplify,1,972000,972000,972000,972000,972000,972000,972000
and_simplify,1,891000,891000,891000,891000,891000,891000,891000
ite_pos2,3,883000,294333.3333333333,259000,282500,306000,312000,318000
ite_pos1,2,600000,300000,299000,299500,300000,300500,301000
