0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = false, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = ["cvc5"], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 10.000, try0 = false, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = false}
0.sledgehammer goal.by        27713ms HOL-Library.AList 181:6001  some Preplay: (smt (cvc5, trigger_multi) comp_def delete_eq filter_cong filter_map removeAll_filter_not_eq split_def) (failed)
0.sledgehammer goal.by        27713ms HOL-Library.AList 181:6001  some Preplay: (smt (cvc5, trigger_cache) comp_def delete_eq filter_cong filter_map removeAll_filter_not_eq split_def) (failed)
0.sledgehammer goal.by        27713ms HOL-Library.AList 181:6001  some Preplay: (smt (cvc5, trigger_linear) comp_def delete_eq filter_cong filter_map removeAll_filter_not_eq split_def) (failed)
0.sledgehammer goal.by        27713ms HOL-Library.AList 181:6001  some Preplay: (smt (cvc5, pre_skolem_quant) comp_def delete_eq filter_cong filter_map removeAll_filter_not_eq split_def) (failed)
0.sledgehammer goal.by        27713ms HOL-Library.AList 181:6001  some Preplay: (smt (cvc5, inst_when_full) comp_def delete_eq filter_cong filter_map removeAll_filter_not_eq split_def) (failed)
0.sledgehammer goal.by        27713ms HOL-Library.AList 181:6001  some Preplay: (smt (cvc5, term_db_relevant) comp_def delete_eq filter_cong filter_map removeAll_filter_not_eq split_def) (failed)
0.sledgehammer goal.by        27713ms HOL-Library.AList 181:6001  some Preplay: (smt (cvc5, interleave) comp_def delete_eq filter_cong filter_map removeAll_filter_not_eq split_def) (failed)
0.sledgehammer goal.by        27713ms HOL-Library.AList 181:6001  some Preplay: (smt (cvc5, prereg_lazy) comp_def delete_eq filter_cong filter_map removeAll_filter_not_eq split_def) (failed)
0.sledgehammer goal.by        27713ms HOL-Library.AList 181:6001  some Preplay: (smt (cvc5, mbqi) comp_def delete_eq filter_cong filter_map removeAll_filter_not_eq split_def) (failed)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some (SH 46240ms, ATP 641ms): Try this: by (smt (cvc5, best) delete_eq filter_id_conv image_iff split_def) (161 ms)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, best) delete_eq filter_id_conv image_iff split_def) (161 ms)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, no_ematching) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, trigger_multi) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, trigger_cache) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, trigger_linear) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, pre_skolem_quant) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, inst_when_full) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, dec_internal_enum_inst_sum) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, term_db_relevant) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, interleave) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, prereg_lazy) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, finite_mode_find) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, finite_mode_find_dec_internal) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        46240ms HOL-Library.AList 189:6306  some Preplay: (smt (cvc5, mbqi) delete_eq filter_id_conv image_iff split_def) (> 161 ms, timed out)
0.sledgehammer goal.by        53354ms HOL-Library.AList 201:6712  timeout (SH 53354ms):
0.sledgehammer goal.by        13234ms HOL-Library.AList 204:6812  timeout (SH 13234ms): Timed out
0.sledgehammer goal.by        13363ms HOL-Library.AList 207:6922  timeout (SH 13363ms): Timed out
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some (SH 45666ms, ATP 614ms): Try this: by (smt (cvc5, best) delete_eq filter_cong filter_filter) (537 ms)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, best) delete_eq filter_cong filter_filter) (537 ms)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, trigger_multi) delete_eq filter_cong filter_filter) (641 ms)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, inst_when_full) delete_eq filter_cong filter_filter) (734 ms)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, trigger_linear) delete_eq filter_cong filter_filter) (782 ms)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, trigger_cache) delete_eq filter_cong filter_filter) (965 ms)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, term_db_relevant) delete_eq filter_cong filter_filter) (978 ms)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, mbqi) delete_eq filter_cong filter_filter) (981 ms)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, interleave) delete_eq filter_cong filter_filter) (1.1 s)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, no_ematching) delete_eq filter_cong filter_filter) (> 537 ms, timed out)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, dec_internal_enum_inst_sum) delete_eq filter_cong filter_filter) (> 537 ms, timed out)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, prereg_lazy) delete_eq filter_cong filter_filter) (> 537 ms, timed out)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, finite_mode_find) delete_eq filter_cong filter_filter) (> 537 ms, timed out)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, finite_mode_find_dec_internal) delete_eq filter_cong filter_filter) (> 537 ms, timed out)
0.sledgehammer goal.by        45666ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, pre_skolem_quant) delete_eq filter_cong filter_filter) (failed)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some (SH 9759ms, ATP 565ms): Try this: by (smt (cvc5, best) delete_eq length_filter_le) (42 ms)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, best) delete_eq length_filter_le) (42 ms)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, no_ematching) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, trigger_multi) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, trigger_cache) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, trigger_linear) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, pre_skolem_quant) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, inst_when_full) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, dec_internal_enum_inst_sum) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, term_db_relevant) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, interleave) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, prereg_lazy) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, finite_mode_find) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, finite_mode_find_dec_internal) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by         9759ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, mbqi) delete_eq length_filter_le) (> 42 ms, timed out)
0.sledgehammer goal.by        13373ms HOL-Library.AList 237:8012  timeout (SH 13373ms): Timed out
0.sledgehammer goal.by        13531ms HOL-Library.AList 242:8174  timeout (SH 13531ms): Timed out
0.sledgehammer goal.by        13533ms HOL-Library.AList 249:8450  timeout (SH 13533ms): Timed out
0.sledgehammer goal.by        13120ms HOL-Library.AList 255:8680  timeout (SH 13120ms): Timed out
0.sledgehammer goal.apply     13310ms HOL-Library.AList 258:8818  timeout (SH 13310ms): Timed out
0.sledgehammer goal.apply     13537ms HOL-Library.AList 260:8856  timeout (SH 13537ms): Timed out
0.sledgehammer goal.apply     13309ms HOL-Library.AList 261:8873  timeout (SH 13308ms): Timed out
0.sledgehammer goal.by        13315ms HOL-Library.AList 265:9019  timeout (SH 13315ms): Timed out
0.sledgehammer goal.proof     13458ms HOL-Library.AList 268:9152  timeout (SH 13458ms): Timed out
0.sledgehammer goal.proof     54421ms HOL-Library.AList 276:9300  timeout (SH 54421ms):
0.sledgehammer goal.apply     13263ms HOL-Library.AList 292:9745  timeout (SH 13263ms): Timed out
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some (SH 55873ms, ATP 1223ms): Try this: by (smt (cvc5) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2))
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, best) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, no_ematching) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, trigger_multi) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, trigger_cache) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, trigger_linear) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, inst_when_full) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, dec_internal_enum_inst_sum) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, term_db_relevant) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, interleave) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, prereg_lazy) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, finite_mode_find) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, finite_mode_find_dec_internal) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, mbqi) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     55874ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, pre_skolem_quant) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (failed)
0.sledgehammer goal.proof     13170ms HOL-Library.AList 317:10580  timeout (SH 13170ms): Timed out
0.sledgehammer goal.apply     13406ms HOL-Library.AList 319:10652  timeout (SH 13406ms): Timed out
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some (SH 50696ms, ATP 895ms): Try this: by (smt (cvc5) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, best) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, no_ematching) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, trigger_multi) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, trigger_cache) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, trigger_linear) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, inst_when_full) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, dec_internal_enum_inst_sum) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, term_db_relevant) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, interleave) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, prereg_lazy) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     50696ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, finite_mode_find) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
