0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = false, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_provers = ["cvc5"], preplay_timeout = 1.000, provers =
0.sledgehammer initialize  ["cvc5_proof"], slices = 96, smt_proofs = true, spy = false, strict =
0.sledgehammer initialize  false, timeout = 10.000, try0 = false, type_enc = NONE, uncurried_aliases =
0.sledgehammer initialize  NONE, verbose = false}
0.sledgehammer goal.by        13616ms HOL-Library.AList 204:6812  timeout (SH 13616ms): Timed out
0.sledgehammer goal.by        13849ms HOL-Library.AList 207:6922  timeout (SH 13849ms): Timed out
0.sledgehammer goal.by        34378ms HOL-Library.AList 210:7019  some (SH 34377ms, ATP 924ms): Try this: by (smt (cvc5, no_simp) delete_eq filter_cong filter_filter) (449 ms)
0.sledgehammer goal.by        34378ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, no_simp) delete_eq filter_cong filter_filter) (449 ms)
0.sledgehammer goal.by        34378ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, term_relev) delete_eq filter_cong filter_filter) (843 ms)
0.sledgehammer goal.by        34378ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, trigger_relev) delete_eq filter_cong filter_filter) (871 ms)
0.sledgehammer goal.by        34378ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, best) delete_eq filter_cong filter_filter) (1.6 s)
0.sledgehammer goal.by        34378ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, trigger_max) delete_eq filter_cong filter_filter) (1.8 s)
0.sledgehammer goal.by        34378ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, trigger_last) delete_eq filter_cong filter_filter) (1.8 s)
0.sledgehammer goal.by        34378ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, quant_saturate) delete_eq filter_cong filter_filter) (> 1.0 s, timed out)
0.sledgehammer goal.by        34378ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, noematch) delete_eq filter_cong filter_filter) (> 1.0 s, timed out)
0.sledgehammer goal.by        34378ms HOL-Library.AList 210:7019  some Preplay: (smt (cvc5, fmf) delete_eq filter_cong filter_filter) (> 1.0 s, timed out)
0.sledgehammer goal.by         7525ms HOL-Library.AList 213:7119  some (SH 7525ms, ATP 522ms): Try this: by (smt (cvc5, quant_saturate) delete_eq length_filter_le) (47 ms)
0.sledgehammer goal.by         7525ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, quant_saturate) delete_eq length_filter_le) (47 ms)
0.sledgehammer goal.by         7525ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, best) delete_eq length_filter_le) (69 ms)
0.sledgehammer goal.by         7525ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, trigger_max) delete_eq length_filter_le) (> 47 ms, timed out)
0.sledgehammer goal.by         7525ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, trigger_relev) delete_eq length_filter_le) (> 47 ms, timed out)
0.sledgehammer goal.by         7525ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, noematch) delete_eq length_filter_le) (> 47 ms, timed out)
0.sledgehammer goal.by         7525ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, fmf) delete_eq length_filter_le) (> 47 ms, timed out)
0.sledgehammer goal.by         7525ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, no_simp) delete_eq length_filter_le) (> 47 ms, timed out)
0.sledgehammer goal.by         7525ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, trigger_last) delete_eq length_filter_le) (> 69 ms, timed out)
0.sledgehammer goal.by         7525ms HOL-Library.AList 213:7119  some Preplay: (smt (cvc5, term_relev) delete_eq length_filter_le) (failed)
0.sledgehammer goal.by        13745ms HOL-Library.AList 237:8012  timeout (SH 13745ms): Timed out
0.sledgehammer goal.by        13687ms HOL-Library.AList 242:8174  timeout (SH 13687ms): Timed out
0.sledgehammer goal.by        13689ms HOL-Library.AList 249:8450  timeout (SH 13689ms): Timed out
0.sledgehammer goal.by        13782ms HOL-Library.AList 255:8680  timeout (SH 13782ms): Timed out
0.sledgehammer goal.apply     13527ms HOL-Library.AList 258:8818  timeout (SH 13527ms): Timed out
0.sledgehammer goal.apply     13303ms HOL-Library.AList 260:8856  timeout (SH 13302ms): Timed out
0.sledgehammer goal.apply     13256ms HOL-Library.AList 261:8873  timeout (SH 13256ms): Timed out
0.sledgehammer goal.by        13465ms HOL-Library.AList 265:9019  timeout (SH 13465ms): Timed out
0.sledgehammer goal.proof     13699ms HOL-Library.AList 268:9152  timeout (SH 13699ms): Timed out
0.sledgehammer goal.proof     13810ms HOL-Library.AList 276:9300  timeout (SH 13810ms): Timed out
0.sledgehammer goal.apply     13701ms HOL-Library.AList 292:9745  timeout (SH 13701ms): Timed out
0.sledgehammer goal.apply     58866ms HOL-Library.AList 294:9829  some (SH 58866ms, ATP 1483ms): Try this: by (smt (cvc5) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2))
0.sledgehammer goal.apply     58866ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, best) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     58866ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, trigger_last) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     58866ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, quant_saturate) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     58866ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, trigger_max) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     58866ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, trigger_relev) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     58866ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, term_relev) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     58866ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, noematch) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     58866ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, no_simp) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (> 1.0 s, timed out)
0.sledgehammer goal.apply     58866ms HOL-Library.AList 294:9829  some Preplay: (smt (cvc5, fmf) delete_aux.elims distinct.simps(2) dom_map_of_conv_image_fst fst_conv fun_upd_None_if_notin_dom fun_upd_twist fun_upd_upd list.distinct(1) list.inject list.set_map list.simps(9) map_of.simps(2)) (failed)
0.sledgehammer goal.proof     13571ms HOL-Library.AList 317:10580  timeout (SH 13571ms): Timed out
0.sledgehammer goal.apply     13503ms HOL-Library.AList 319:10652  timeout (SH 13503ms): Timed out
0.sledgehammer goal.apply     45416ms HOL-Library.AList 321:10690  some (SH 45415ms, ATP 1558ms): Try this: by (smt (cvc5) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def)
0.sledgehammer goal.apply     45416ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, best) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     45416ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, trigger_last) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     45416ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, quant_saturate) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     45416ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, trigger_max) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     45416ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, trigger_relev) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     45416ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, term_relev) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     45416ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, noematch) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     45416ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, fmf) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.apply     45416ms HOL-Library.AList 321:10690  some Preplay: (smt (cvc5, no_simp) fun_upd_apply map_of.simps(2) restr_simps(2) restrict_map_def) (> 1.0 s, timed out)
0.sledgehammer goal.by        19223ms HOL-Library.AList 330:10928  some (SH 19222ms, ATP 577ms): Try this: by (smt (cvc5, trigger_last) distinct_map_filter restrict_eq) (69 ms)
0.sledgehammer goal.by        19223ms HOL-Library.AList 330:10928  some Preplay: (smt (cvc5, trigger_last) distinct_map_filter restrict_eq) (69 ms)
0.sledgehammer goal.by        19223ms HOL-Library.AList 330:10928  some Preplay: (smt (cvc5, best) distinct_map_filter restrict_eq) (114 ms)
0.sledgehammer goal.by        19223ms HOL-Library.AList 330:10928  some Preplay: (smt (cvc5, quant_saturate) distinct_map_filter restrict_eq) (> 69 ms, timed out)
0.sledgehammer goal.by        19223ms HOL-Library.AList 330:10928  some Preplay: (smt (cvc5, trigger_max) distinct_map_filter restrict_eq) (> 69 ms, timed out)
0.sledgehammer goal.by        19223ms HOL-Library.AList 330:10928  some Preplay: (smt (cvc5, trigger_relev) distinct_map_filter restrict_eq) (> 69 ms, timed out)
0.sledgehammer goal.by        19223ms HOL-Library.AList 330:10928  some Preplay: (smt (cvc5, term_relev) distinct_map_filter restrict_eq) (> 69 ms, timed out)
0.sledgehammer goal.by        19223ms HOL-Library.AList 330:10928  some Preplay: (smt (cvc5, noematch) distinct_map_filter restrict_eq) (> 69 ms, timed out)
0.sledgehammer goal.by        19223ms HOL-Library.AList 330:10928  some Preplay: (smt (cvc5, fmf) distinct_map_filter restrict_eq) (> 69 ms, timed out)
0.sledgehammer goal.by        19223ms HOL-Library.AList 330:10928  some Preplay: (smt (cvc5, no_simp) distinct_map_filter restrict_eq) (> 69 ms, timed out)
0.sledgehammer goal.by        43723ms HOL-Library.AList 335:11048  some (SH 43723ms, ATP 558ms): Try this: apply (smt (cvc5, quant_saturate) case_prodE empty_iff filter_False restrict_eq) (547 ms)
0.sledgehammer goal.by        43723ms HOL-Library.AList 335:11048  some Preplay: (smt (cvc5, quant_saturate) case_prodE empty_iff filter_False restrict_eq) (547 ms)
0.sledgehammer goal.by        43723ms HOL-Library.AList 335:11048  some Preplay: (smt (cvc5, no_simp) case_prodE empty_iff filter_False restrict_eq) (724 ms)
0.sledgehammer goal.by        43723ms HOL-Library.AList 335:11048  some Preplay: (smt (cvc5, trigger_relev) case_prodE empty_iff filter_False restrict_eq) (765 ms)
0.sledgehammer goal.by        43723ms HOL-Library.AList 335:11048  some Preplay: (smt (cvc5, trigger_last) case_prodE empty_iff filter_False restrict_eq) (783 ms)
0.sledgehammer goal.by        43723ms HOL-Library.AList 335:11048  some Preplay: (smt (cvc5, best) case_prodE empty_iff filter_False restrict_eq) (874 ms)
0.sledgehammer goal.by        43723ms HOL-Library.AList 335:11048  some Preplay: (smt (cvc5, noematch) case_prodE empty_iff filter_False restrict_eq) (1.0 s)
0.sledgehammer goal.by        43723ms HOL-Library.AList 335:11048  some Preplay: (smt (cvc5, term_relev) case_prodE empty_iff filter_False restrict_eq) (1.9 s)
0.sledgehammer goal.by        43723ms HOL-Library.AList 335:11048  some Preplay: (smt (cvc5, trigger_max) case_prodE empty_iff filter_False restrict_eq) (> 547 ms, timed out)
0.sledgehammer goal.by        43723ms HOL-Library.AList 335:11048  some Preplay: (smt (cvc5, fmf) case_prodE empty_iff filter_False restrict_eq) (> 547 ms, timed out)
0.sledgehammer goal.by        14858ms HOL-Library.AList 344:11364  timeout (SH 14857ms): Timed out
0.sledgehammer goal.by        13536ms HOL-Library.AList 347:11495  timeout (SH 13536ms): Timed out
0.sledgehammer goal.by        13316ms HOL-Library.AList 350:11617  timeout (SH 13315ms): Timed out
0.sledgehammer goal.by        13353ms HOL-Library.AList 355:11815  timeout (SH 13353ms): Timed out
0.sledgehammer goal.apply     13505ms HOL-Library.AList 359:11973  timeout (SH 13505ms): Timed out
0.sledgehammer goal.apply     32417ms HOL-Library.AList 360:12015  some (SH 32417ms, ATP 1673ms): Try this: by (smt (cvc5, quant_saturate) filter_cong split_def) (1.4 s)
0.sledgehammer goal.apply     32417ms HOL-Library.AList 360:12015  some Preplay: (smt (cvc5, quant_saturate) filter_cong split_def) (1.4 s)
0.sledgehammer goal.apply     32417ms HOL-Library.AList 360:12015  some Preplay: (smt (cvc5, best) filter_cong split_def) (failed)
0.sledgehammer goal.apply     32417ms HOL-Library.AList 360:12015  some Preplay: (smt (cvc5, trigger_last) filter_cong split_def) (failed)
0.sledgehammer goal.apply     32417ms HOL-Library.AList 360:12015  some Preplay: (smt (cvc5, trigger_max) filter_cong split_def) (failed)
0.sledgehammer goal.apply     32417ms HOL-Library.AList 360:12015  some Preplay: (smt (cvc5, trigger_relev) filter_cong split_def) (failed)
0.sledgehammer goal.apply     32417ms HOL-Library.AList 360:12015  some Preplay: (smt (cvc5, term_relev) filter_cong split_def) (failed)
0.sledgehammer goal.apply     32417ms HOL-Library.AList 360:12015  some Preplay: (smt (cvc5, noematch) filter_cong split_def) (failed)
0.sledgehammer goal.apply     32417ms HOL-Library.AList 360:12015  some Preplay: (smt (cvc5, fmf) filter_cong split_def) (failed)
0.sledgehammer goal.apply     32417ms HOL-Library.AList 360:12015  some Preplay: (smt (cvc5, no_simp) filter_cong split_def) (failed)
0.sledgehammer goal.by        37079ms HOL-Library.AList 375:12455  some (SH 37079ms, ATP 526ms): Try this: by (smt (cvc5, trigger_max) fun_upd_restrict restr_conv' update_conv') (61 ms)
0.sledgehammer goal.by        37079ms HOL-Library.AList 375:12455  some Preplay: (smt (cvc5, trigger_max) fun_upd_restrict restr_conv' update_conv') (61 ms)
0.sledgehammer goal.by        37079ms HOL-Library.AList 375:12455  some Preplay: (smt (cvc5, quant_saturate) fun_upd_restrict restr_conv' update_conv') (90 ms)
0.sledgehammer goal.by        37079ms HOL-Library.AList 375:12455  some Preplay: (smt (cvc5, trigger_last) fun_upd_restrict restr_conv' update_conv') (102 ms)
0.sledgehammer goal.by        37079ms HOL-Library.AList 375:12455  some Preplay: (smt (cvc5, best) fun_upd_restrict restr_conv' update_conv') (102 ms)
0.sledgehammer goal.by        37079ms HOL-Library.AList 375:12455  some Preplay: (smt (cvc5, trigger_relev) fun_upd_restrict restr_conv' update_conv') (> 61 ms, timed out)
0.sledgehammer goal.by        37079ms HOL-Library.AList 375:12455  some Preplay: (smt (cvc5, term_relev) fun_upd_restrict restr_conv' update_conv') (> 61 ms, timed out)
0.sledgehammer goal.by        37079ms HOL-Library.AList 375:12455  some Preplay: (smt (cvc5, noematch) fun_upd_restrict restr_conv' update_conv') (> 61 ms, timed out)
0.sledgehammer goal.by        37079ms HOL-Library.AList 375:12455  some Preplay: (smt (cvc5, fmf) fun_upd_restrict restr_conv' update_conv') (> 61 ms, timed out)
0.sledgehammer goal.by        37079ms HOL-Library.AList 375:12455  some Preplay: (smt (cvc5, no_simp) fun_upd_restrict restr_conv' update_conv') (> 61 ms, timed out)
0.sledgehammer goal.by        33311ms HOL-Library.AList 386:12865  some (SH 33311ms, ATP 600ms): Try this: by (smt (cvc5, trigger_last) restr_conv' restrict_map_upds updates_conv') (197 ms)
0.sledgehammer goal.by        33311ms HOL-Library.AList 386:12865  some Preplay: (smt (cvc5, trigger_last) restr_conv' restrict_map_upds updates_conv') (197 ms)
0.sledgehammer goal.by        33311ms HOL-Library.AList 386:12865  some Preplay: (smt (cvc5, best) restr_conv' restrict_map_upds updates_conv') (241 ms)
0.sledgehammer goal.by        33311ms HOL-Library.AList 386:12865  some Preplay: (smt (cvc5, quant_saturate) restr_conv' restrict_map_upds updates_conv') (432 ms)
0.sledgehammer goal.by        33311ms HOL-Library.AList 386:12865  some Preplay: (smt (cvc5, term_relev) restr_conv' restrict_map_upds updates_conv') (447 ms)
0.sledgehammer goal.by        33311ms HOL-Library.AList 386:12865  some Preplay: (smt (cvc5, no_simp) restr_conv' restrict_map_upds updates_conv') (455 ms)
0.sledgehammer goal.by        33311ms HOL-Library.AList 386:12865  some Preplay: (smt (cvc5, trigger_max) restr_conv' restrict_map_upds updates_conv') (483 ms)
0.sledgehammer goal.by        33311ms HOL-Library.AList 386:12865  some Preplay: (smt (cvc5, trigger_relev) restr_conv' restrict_map_upds updates_conv') (> 197 ms, timed out)
0.sledgehammer goal.by        33311ms HOL-Library.AList 386:12865  some Preplay: (smt (cvc5, noematch) restr_conv' restrict_map_upds updates_conv') (> 197 ms, timed out)
0.sledgehammer goal.by        33311ms HOL-Library.AList 386:12865  some Preplay: (smt (cvc5, fmf) restr_conv' restrict_map_upds updates_conv') (> 197 ms, timed out)
0.sledgehammer goal.by        44226ms HOL-Library.AList 389:12991  some (SH 44226ms, ATP 1622ms): Try this: by (smt (cvc5, no_simp) delete_eq filter_cong filter_filter restrict_eq) (436 ms)
0.sledgehammer goal.by        44226ms HOL-Library.AList 389:12991  some Preplay: (smt (cvc5, no_simp) delete_eq filter_cong filter_filter restrict_eq) (436 ms)
0.sledgehammer goal.by        44226ms HOL-Library.AList 389:12991  some Preplay: (smt (cvc5, term_relev) delete_eq filter_cong filter_filter restrict_eq) (829 ms)
0.sledgehammer goal.by        44226ms HOL-Library.AList 389:12991  some Preplay: (smt (cvc5, trigger_relev) delete_eq filter_cong filter_filter restrict_eq) (829 ms)
0.sledgehammer goal.by        44226ms HOL-Library.AList 389:12991  some Preplay: (smt (cvc5, best) delete_eq filter_cong filter_filter restrict_eq) (914 ms)
0.sledgehammer goal.by        44226ms HOL-Library.AList 389:12991  some Preplay: (smt (cvc5, trigger_last) delete_eq filter_cong filter_filter restrict_eq) (935 ms)
0.sledgehammer goal.by        44226ms HOL-Library.AList 389:12991  some Preplay: (smt (cvc5, trigger_max) delete_eq filter_cong filter_filter restrict_eq) (1.8 s)
0.sledgehammer goal.by        44226ms HOL-Library.AList 389:12991  some Preplay: (smt (cvc5, noematch) delete_eq filter_cong filter_filter restrict_eq) (> 829 ms, timed out)
0.sledgehammer goal.by        44226ms HOL-Library.AList 389:12991  some Preplay: (smt (cvc5, fmf) delete_eq filter_cong filter_filter restrict_eq) (> 829 ms, timed out)
0.sledgehammer goal.by        44226ms HOL-Library.AList 389:12991  some Preplay: (smt (cvc5, quant_saturate) delete_eq filter_cong filter_filter restrict_eq) (> 914 ms, timed out)
0.sledgehammer goal.by        13936ms HOL-Library.AList 400:13246  timeout (SH 13936ms): Timed out
0.sledgehammer goal.by        13726ms HOL-Library.AList 403:13388  timeout (SH 13726ms): Timed out
0.sledgehammer goal.by        13621ms HOL-Library.AList 412:13769  timeout (SH 13621ms): Timed out
0.sledgehammer goal.by        14127ms HOL-Library.AList 430:14462  timeout (SH 14127ms): Timed out
0.sledgehammer goal.proof     13481ms HOL-Library.AList 433:14618  timeout (SH 13481ms): Timed out
0.sledgehammer goal.by        13538ms HOL-Library.AList 436:14743  timeout (SH 13538ms): Timed out
0.sledgehammer goal.by        13841ms HOL-Library.AList 442:14961  timeout (SH 13841ms): Timed out
0.sledgehammer goal.by        13360ms HOL-Library.AList 445:15126  timeout (SH 13360ms): Timed out
0.sledgehammer goal.by        13780ms HOL-Library.AList 448:15283  timeout (SH 13780ms): Timed out
0.sledgehammer goal.proof     13630ms HOL-Library.AList 454:15462  timeout (SH 13630ms): Timed out
0.sledgehammer goal.by        36614ms HOL-Library.AList 470:15918  some (SH 36614ms, ATP 968ms): Try this: by (smt (cvc5, quant_saturate) assms comp_def delete_eq filter_cong filter_map split_def) (1.7 s)
0.sledgehammer goal.by        36614ms HOL-Library.AList 470:15918  some Preplay: (smt (cvc5, quant_saturate) assms comp_def delete_eq filter_cong filter_map split_def) (1.7 s)
0.sledgehammer goal.by        36614ms HOL-Library.AList 470:15918  some Preplay: (smt (cvc5, noematch) assms comp_def delete_eq filter_cong filter_map split_def) (> 1.0 s, timed out)
0.sledgehammer goal.by        36614ms HOL-Library.AList 470:15918  some Preplay: (smt (cvc5, fmf) assms comp_def delete_eq filter_cong filter_map split_def) (> 1.0 s, timed out)
0.sledgehammer goal.by        36614ms HOL-Library.AList 470:15918  some Preplay: (smt (cvc5, best) assms comp_def delete_eq filter_cong filter_map split_def) (failed)
0.sledgehammer goal.by        36614ms HOL-Library.AList 470:15918  some Preplay: (smt (cvc5, trigger_last) assms comp_def delete_eq filter_cong filter_map split_def) (failed)
0.sledgehammer goal.by        36614ms HOL-Library.AList 470:15918  some Preplay: (smt (cvc5, trigger_max) assms comp_def delete_eq filter_cong filter_map split_def) (failed)
0.sledgehammer goal.by        36614ms HOL-Library.AList 470:15918  some Preplay: (smt (cvc5, trigger_relev) assms comp_def delete_eq filter_cong filter_map split_def) (failed)
