rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_bool-not-eq-elim1,80,567667000,7095837.5,5523000,6195250,6489000,7251000,12426000
connective_def,1228,493360000,401758.95765472314,226000,296750,349500,465250,944000
rare_rewrite_arith-leq-norm,65,457201000,7033861.538461538,5857000,6157000,6358000,7118000,13197000
and_neg,1139,446081000,391642.6690079017,177000,243000,321000,459000,1338000
qnt_join,1083,443269000,409297.3222530009,226000,290000,366000,479000,845000
miniscope_split,650,439661000,676401.5384615385,280000,378000,525000,838000,1931000
rare_rewrite_eq-refl,2278,392529000,172312.99385425812,92000,119000,150000,203750,457000
not_and,927,341280000,368155.33980582526,169000,232500,323000,455000,970000
not_not,1618,338380000,209134.73423980223,129000,154000,186000,254000,409000
la_mult_neg,589,235650000,400084.8896434635,221000,305000,374000,468000,781000
and,1267,230769000,182138.12154696134,99000,121000,157000,221500,464000
comp_simplify,111,182941000,1648117.1171171172,1305000,1382000,1510000,1626000,3043000
rare_rewrite_ite-true-cond,25,174613000,6984520,6354000,6552000,6881000,7152000,9479000
miniscope_distribute,181,142411000,786801.1049723757,314000,408000,607000,947000,2828000
equiv_pos1,1312,133459000,101721.7987804878,38000,61000,86000,129000,277000
rare_rewrite_arith-geq-norm1-real,11,102646000,9331454.545454545,5959000,6486500,7701000,11920000,16423000
rare_rewrite_bool-eq-nrefl,14,90592000,6470857.142857143,5795000,6169250,6507500,6725500,7252000
or_simplify,120,71516000,595966.6666666666,445000,479750,509500,615250,1027000
ite2,241,60373000,250510.3734439834,109000,168000,223000,295000,650000
not_or,142,55595000,391514.08450704225,171000,301750,388000,486750,750000
rare_rewrite_bool-or-taut2,7,54482000,7783142.857142857,6040000,6355500,6469000,8815000,11632000
choice,953,50914000,53424.973767051415,25000,33000,57000,69000,94000
ite1,178,43105000,242162.92134831462,111000,156000,215000,306500,580000
rare_rewrite_bool-impl-true2,6,39875000,6645833.333333333,5859000,6259250,6538000,6881250,7778000
rare_rewrite_bool-not-ite-elim,3,39022000,13007333.333333334,12007000,12406500,12806000,13507500,14209000
rare_rewrite_ite-else-true,2,34672000,17336000,6721000,12028500,17336000,22643500,27951000
rare_rewrite_bool-not-eq-elim2,5,32118000,6423600,6116000,6270000,6395000,6534000,6803000
rare_rewrite_ite-false-cond,4,32069000,8017250,6770000,6833000,7560000,8744250,10179000
and_simplify,47,29620000,630212.7659574468,485000,526500,555000,586500,1102000
true,330,28410000,86090.90909090909,58000,70000,79000,94000,161000
not_symm,172,24800000,144186.0465116279,84000,110000,132500,163500,261000
rare_rewrite_ite-then-true,3,21333000,7111000,6954000,6989000,7024000,7189500,7355000
la_mult_pos,44,20375000,463068.1818181818,216000,339250,410000,538750,1107000
not_equiv2,99,20364000,205696.9696969697,113000,148500,176000,257500,386000
not_equiv1,95,18784000,197726.31578947368,114000,138000,170000,248500,377000
rare_rewrite_ite-else-false,2,17423000,8711500,6507000,7609250,8711500,9813750,10916000
rare_rewrite_ite-then-false,2,13607000,6803500,6728000,6765750,6803500,6841250,6879000
rare_rewrite_arith-geq-norm1-int,1,11928000,11928000,11928000,11928000,11928000,11928000,11928000
not_ite2,1,9289000,9289000,9289000,9289000,9289000,9289000,9289000
la_disequality,81,9134000,112765.43209876544,40000,69000,95000,137000,319000
rare_rewrite_eq-ite-lift,1,8247000,8247000,8247000,8247000,8247000,8247000,8247000
rare_rewrite_bool-impl-false2,1,7037000,7037000,7037000,7037000,7037000,7037000,7037000
ite_pos1,16,6302000,393875,236000,264750,376000,496000,604000
false,369,5489000,14875.338753387534,12000,13000,13000,17000,22000
implies_pos,18,5467000,303722.22222222225,139000,187000,274000,365750,927000
not_implies1,24,4806000,200250,102000,112000,158000,285750,469000
ite_pos2,12,4184000,348666.6666666667,235000,242000,275500,412000,702000
not_implies2,18,4005000,222500,122000,140750,231000,298750,352000
miniscope_ite,1,2563000,2563000,2563000,2563000,2563000,2563000,2563000
ite_neg1,7,2501000,357285.71428571426,194000,310500,355000,407500,516000
equiv_neg2,50,2349000,46980,29000,34000,40000,57500,85000
equiv_neg1,43,2108000,49023.25581395349,33000,35500,43000,58000,102000
ite_neg2,2,725000,362500,266000,314250,362500,410750,459000
