rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_bool-or-de-morgan,522,4042777600,7744784.674329502,5685125,6216500,6646500,7894500,14809774.999999994
rare_rewrite_ite-not-cond,539,4042126300,7499306.67903525,5476450,6035500,6492000,7420000,16048499.999999998
rare_rewrite_eq-symm,18439,3544988000,192254.89451705624,90000,126000,160000,228000,521000
rare_rewrite_bool-eq-true,426,3401989000,7985889.671361502,5834875,6192500,6675000,8078000,18815125
implies,9141,3383879000,370186.9598512198,130000,205000,282000,422000,1391000
symm,14241,3073439000,215816.23481497087,83000,118000,173000,260000,689000
rare_rewrite_ite-eq,366,3025950250,8267623.633879782,6015875,6601000,7015500,8184500,19257750
refl,37491,2478326000,66104.55842735589,17000,28000,41000,71000,390500
qnt_rm_unused,1755,2408953800,1372623.2478632478,212850,438000,897000,1690000,6749599.999999996
or_pos,6397,2269474000,354771.6116929811,192000,245000,307000,426000,812199.999999999
equiv_simplify,6237,2192942000,351602.05226871895,168000,215000,280000,414000,1075000
sko_forall,1059,2190301100,2068272.9933899906,935450,1176000,1611000,2306000,7381849.999999999
onepoint,1150,2096962375,1823445.543478261,960900,1136000,1460500,2003500,5836974.999999991
rare_rewrite_bool-or-and-distrib,246,1899366125,7721000.508130081,5996875,6342000,6661000,7298250,13210000
__local_input,19716,1769940000,89771.75897748022,26000,43000,72000,122000,259000
rare_rewrite_arith-elim-gt,223,1759340300,7889418.385650224,5915000,6249500,6689000,7994500,13978049.99999999
hole,2,1719715000,859857500,791248975,825553237.5,859857500,894161762.5,928466025
equiv1,4372,1465698000,335246.5690759378,97000,151000,239000,399000,1329899.999999998
rare_rewrite_bool-double-not-elim,6807,1415497700,207947.36300866754,96000,130000,170000,253000,582699.999999999
evaluate,4507,1359021000,301535.61127135565,163000,228000,273000,355000,599000
equiv2,3739,927043499.9999998,247938.88740304887,99000,141000,197000,299000,790749.9999999986
rare_rewrite_arith-geq-tighten,118,807444150.0000001,6842747.033898306,5387400,5828250,6132500,6566750,12451650.00000002
and_intro,2285,796659800,348647.6148796499,102000,173000,244000,405000,1474600.0000000005
rare_rewrite_bool-implies-de-morgan,102,767309900,7522646.0784313725,5489150,5998750,6448000,7292750,13750149.999999996
implies_simplify,1172,726016499.9999995,619468.0034129688,187275,304000,472000,768500,2075474.9999999863
rare_rewrite_bool-not-eq-elim1,90,660015750,7333508.333333333,5414075,6132250,6489000,7429000,13236174.999999996
connective_def,1365,585153000,428683.5164835165,216000,291000,350000,481000,1182799.9999999984
and_neg,1264,570712599.9999998,451513.1329113922,168000,236000,321000,482500,1966549.9999999942
miniscope_split,724,548576700,757702.6243093923,253525,369000,525000,895500,2930775
rare_rewrite_arith-leq-norm,73,540059200,7398071.232876712,5821600,6119000,6358000,7168000,15370000.000000002
qnt_join,1205,513914000,426484.6473029046,212100,282000,366000,498000,985899.9999999999
rare_rewrite_eq-refl,2532,479290800,189293.36492890996,86000,115000,150000,215000,647449.9999999998
not_and,1029,408077399.99999994,396576.6763848396,158000,224000,323000,476000,1184899.9999999986
not_not,1794,391183625,218051.0730211817,123000,152000,186000,262000,492524.9999999999
and,1409,273759000,194293.11568488288,95000,117000,157000,231000,524000
la_mult_neg,654,272793650,417115.6727828746,204650,297000,374500,483000,987799.9999999993
comp_simplify,123,211250800,1717486.1788617887,1299250,1379500,1511000,1692000,3154950
rare_rewrite_ite-true-cond,29,210001900,7241444.827586207,6275600,6499000,6881000,7184000,11653300.000000002
miniscope_distribute,203,199186800,981215.763546798,306000,400500,607000,1203000,5383799.999999999
equiv_pos1,1442,159629150,110699.826629681,35025,59000,87000,135750,351924.9999999997
rare_rewrite_arith-geq-norm1-real,13,126766800,9751292.307692308,5842100,6379000,7701000,12221000,18278700
rare_rewrite_bool-eq-nrefl,16,104076500,6504781.25,5766875,6098500,6507500,6758250,7717625
or_simplify,134,83398099.99999999,622373.8805970148,434975,477000,509500,728250,1342299.9999999967
rare_rewrite_bool-or-taut2,9,72790000,8087777.777777778,5842400,6322000,6469000,10232000,12465600
ite2,268,72120100,269104.85074626864,101025,163750,223500,304750,773274.9999999999
rare_rewrite_bool-not-ite-elim,5,63668400,12733680,7344100,12007000,12806000,14209000,17302300
not_or,158,63532800,402106.32911392406,164925,271250,388000,499500,835524.9999999999
choice,1033,56859400,55042.98160696999,24000,33000,58000,71000,108399.99999999987
rare_rewrite_bool-impl-true2,8,56434150,7054268.75,5837550,6129750,6538000,7151000,10721600
ite1,198,51032250,257738.63636363635,103925,152250,215000,316750,739924.9999999991
rare_rewrite_ite-false-cond,6,50041750,8340291.666666667,6477750,6791000,7560000,9700750,11495000
rare_rewrite_bool-not-eq-elim2,7,44934150,6419164.285714285,5979150,6193000,6395000,6668500,6837000
rare_rewrite_ite-then-true,5,36472700,7294540,6481500,6954000,7024000,7355000,8658200
and_simplify,53,35283799.99999999,665732.075471698,482300,516000,555000,590000,1546099.9999999974
rare_rewrite_arith-geq-norm1-int,3,35209250,11736416.666666666,11086300,11507150,11928000,12061475,12194950
rare_rewrite_ite-else-true,2,34672000,17336000,7251750,12293875,17336000,22378125,27420250
rare_rewrite_eq-ite-lift,3,34117500,11372500,8090250,8168625,8247000,13013625,17780250
true,366,32765250,89522.54098360655,56000,68000,79000,96000,185625
not_symm,191,28975000,151701.57068062827,80250,109000,133000,181000,368750
rare_rewrite_ite-then-false,4,28021525,7005381.25,6698400,6720600,6803500,7088281.25,7716125
la_mult_pos,50,24733750,494675,198675,320500,410000,577000,1307199.9999999998
not_equiv2,111,24245500,218427.92792792793,105500,147000,176000,266500,620000
not_equiv1,107,23486800,219502.80373831774,95250,136000,170000,259500,775349.9999999988
rare_rewrite_ite-else-false,2,17423000,8711500,6617225,7664362.5,8711500,9758637.5,10805775
la_disequality,91,11041500,121335.16483516483,39000,67000,95000,141500,354500
not_ite2,1,9289000,9289000,9289000,9289000,9289000,9289000,9289000
ite_pos1,18,7193750,399652.77777777775,234850,260250,376000,532000,656899.9999999999
rare_rewrite_bool-impl-false2,1,7037000,7037000,7037000,7037000,7037000,7037000,7037000
implies_pos,20,6874249.999999999,343712.49999999994,137950,173750,274000,373000,1269299.999999999
not_implies1,28,6013775,214777.67857142858,93100,108500,158000,327000,521674.99999999994
false,390,5979000,15330.76923076923,12000,13000,13000,18000,29000
not_implies2,22,5344525,242932.95454545456,111675,137500,231000,304000,557850
ite_pos2,14,5133150,366653.5714285714,229600,240000,275500,450000,719550
ite_neg1,9,3206200,356244.44444444444,162000,279000,355000,427000,543200
equiv_neg2,54,2683250,49689.81481481482,29000,34000,41000,61500,105124.99999999996
equiv_neg1,49,2619600,53461.22448979592,32000,35000,43000,59000,138800
miniscope_ite,1,2563000,2563000,2563000,2563000,2563000,2563000,2563000
ite_neg2,4,1538800,384700,248425,261606.25,362500,485593.75,565375
