rule,count,total,mean,min,first_quartile,median,third_quartile,max
qnt_join,1167,497864000,426618.6803770351,161000,259000,336000,456500,11900000
rare_rewrite_bool-not-eq-elim1,60,457446000,7624100,5427000,5921250,6343000,8419500,18953000
rare_rewrite_eq-refl,2258,423466000,187540.30115146146,51000,92000,122000,181000,24617000
not_and,880,379383000,431117.04545454547,115000,208750,303500,459250,17469000
not_not,1662,342076000,205821.90132370638,97000,134000,170500,242750,2754000
and,1236,238541000,192994.3365695793,67000,106750,152000,230250,831000
la_mult_neg,532,223542000,420191.7293233083,163000,290000,356500,476000,5219000
comp_simplify,107,186058000,1738859.8130841122,1275000,1362000,1458000,1758000,3498000
equiv_pos1,1398,179769000,128590.1287553648,25000,57000,87500,136000,12955000
rare_rewrite_ite-true-cond,20,154521000,7726050,6085000,6466250,6642500,7812500,12728000
miniscope_distribute,173,146779000,848433.5260115607,202000,373000,523000,845000,7680000
rare_rewrite_bool-or-taut2,14,124446000,8889000,5825000,6083750,6448000,11280500,20932000
rare_rewrite_arith-geq-norm1-real,13,94367000,7259000,5753000,5968000,6600000,7469000,11361000
rare_rewrite_bool-impl-true2,8,83576000,10447000,6220000,6415750,9106000,11574500,23241000
rare_rewrite_bool-eq-nrefl,11,81643000,7422090.909090909,5782000,5942000,6197000,8050000,11854000
or_simplify,119,75672000,635899.1596638656,399000,464500,487000,569500,7107000
rare_rewrite_ite-then-true,6,73038000,12173000,7349000,8449000,12301500,13391000,20167000
rare_rewrite_ite-else-true,3,59463000,19821000,6414000,6488000,6562000,26524500,46487000
choice,1003,58980000,58803.58923230309,20000,33000,57000,75000,1125000
not_or,142,58315000,410669.0140845071,134000,297000,351000,529750,1057000
rare_rewrite_ite-then-false,4,55754000,13938500,6338000,10045250,11694000,15587250,26028000
rare_rewrite_bool-not-eq-elim2,7,54297000,7756714.285714285,5894000,5982500,6107000,9037500,12256000
ite2,193,49357000,255735.75129533678,70000,133000,175000,267000,1753000
rare_rewrite_ite-false-cond,6,45526000,7587666.666666667,6368000,6547250,6681000,6970000,12227000
rare_rewrite_bool-not-ite-elim,5,41761000,8352200,6311000,6319000,6467000,11013000,11651000
rare_rewrite_arith-geq-norm1-int,4,38973000,9743250,5811000,6015000,9136000,12864250,14890000
ite1,156,38289000,245442.3076923077,71000,131000,172500,266250,2130000
rare_rewrite_eq-ite-lift,3,32342000,10780666.666666666,6605000,7475000,8345000,12868500,17392000
not_symm,212,28626000,135028.30188679244,57000,94750,126500,163000,307000
and_simplify,44,25350000,576136.3636363636,442000,482250,503500,535750,1009000
not_equiv1,106,22728000,214415.09433962265,63000,124500,176000,250500,981000
not_equiv2,109,21950000,201376.14678899082,84000,127000,162000,242000,967000
true,268,19739000,73652.98507462686,36000,56000,64000,78000,215000
la_mult_pos,37,19088000,515891.8918918919,238000,373000,438000,609000,1137000
not_implies1,25,17016000,680640,73000,98000,149000,295000,12448000
rare_rewrite_ite-else-false,2,12898000,6449000,6412000,6430500,6449000,6467500,6486000
rare_rewrite_bool-impl-false2,1,11345000,11345000,11345000,11345000,11345000,11345000,11345000
la_disequality,73,9052000,124000,38000,61000,93000,138000,579000
rare_rewrite_ite-eq-branch,1,7513000,7513000,7513000,7513000,7513000,7513000,7513000
implies_pos,19,7309000,384684.2105263158,76000,254000,285000,507000,836000
false,365,6086000,16673.972602739726,11000,13000,14000,19000,73000
ite_pos1,14,4953000,353785.71428571426,123000,218000,367500,457500,742000
not_implies2,19,4359000,229421.05263157896,81000,152500,238000,289000,472000
ite_pos2,13,4320000,332307.6923076923,112000,210000,337000,423000,667000
ac_simp,3,2718000,906000,877000,887500,898000,920500,943000
equiv_neg2,52,2501000,48096.153846153844,26000,33000,43000,56000,155000
equiv_neg1,50,2459000,49180,32000,35000,45000,61500,87000
miniscope_ite,1,2445000,2445000,2445000,2445000,2445000,2445000,2445000
ite_neg2,2,706000,353000,341000,347000,353000,359000,365000
ite_neg1,2,527000,263500,147000,205250,263500,321750,380000
not_ite2,1,296000,296000,296000,296000,296000,296000,296000
