rule,count,total,mean,min,first_quartile,median,third_quartile,max
miniscope_distribute,86,59407000,690779.0697674418,252000,346750,535500,851000,4723000
rare_rewrite_bool-impl-true2,5,48642000,9728400,6289000,6765000,11673000,11887000,12028000
rare_rewrite_ite-else-true,2,48123000,24061500,7597000,15829250,24061500,32293750,40526000
choice,762,42636000,55952.75590551181,21000,35000,50000,74000,185000
rare_rewrite_ite-then-false,4,40381000,10095250,6172000,9809500,11256000,11541750,11697000
rare_rewrite_ite-true-cond,3,36561000,12187000,5836000,8650000,11464000,15362500,19261000
rare_rewrite_ite-then-true,4,35881000,8970250,6025000,6040750,8793500,11723000,12269000
rare_rewrite_bool-not-ite-elim,5,35801000,7160200,5679000,5682000,6500000,6612000,11328000
not_or,89,34017000,382213.4831460674,122000,281000,321000,506000,988000
ite2,120,33590000,279916.6666666667,53000,117000,196000,273250,6383000
ite1,84,30528000,363428.5714285714,59000,115500,189000,266750,11340000
or_simplify,36,23077000,641027.7777777778,438000,463750,503000,818750,991000
rare_rewrite_ite-else-false,2,20795000,10397500,9020000,9708750,10397500,11086250,11775000
not_symm,173,20754000,119965.31791907514,51000,79000,107000,147000,253000
rare_rewrite_eq-ite-lift,3,20548000,6849333.333333333,6774000,6798500,6823000,6887000,6951000
implies_pos,20,15781000,789050,76000,214000,293000,493000,5508000
not_equiv2,81,15554000,192024.6913580247,79000,126000,159000,211000,884000
not_equiv1,79,15317000,193886.07594936708,61000,126500,168000,211500,866000
and_simplify,22,12988000,590363.6363636364,421000,456750,474000,826500,943000
rare_rewrite_arith-geq-norm1-int,2,12166000,6083000,5729000,5906000,6083000,6260000,6437000
rare_rewrite_bool-impl-false2,1,11196000,11196000,11196000,11196000,11196000,11196000,11196000
la_mult_pos,21,9463000,450619.04761904763,216000,266000,372000,591000,996000
true,151,8664000,57377.48344370861,27000,44000,51000,70000,104000
false,260,7354000,28284.615384615383,11000,16000,18000,20000,2572000
miniscope_ite,1,4548000,4548000,4548000,4548000,4548000,4548000,4548000
la_disequality,33,3936000,119272.72727272728,35000,70000,92000,127000,453000
not_implies1,18,3054000,169666.66666666666,66000,96250,115000,206750,630000
not_implies2,15,3042000,202800,86000,126000,197000,232500,459000
equiv_neg2,56,2807000,50125,28000,34750,43500,58000,159000
equiv_neg1,51,2621000,51392.1568627451,28000,35000,42000,61000,175000
ite_pos2,7,2312000,330285.71428571426,167000,329500,365000,372000,377000
ite_pos1,6,1941000,323500,170000,322500,353500,371750,374000
ite_neg2,1,475000,475000,475000,475000,475000,475000,475000
not_ite2,1,280000,280000,280000,280000,280000,280000,280000
