rule,count,total,mean,min,first_quartile,median,third_quartile,max
rare_rewrite_ite-not-cond,199,1481894000,7446703.517587939,5479000,5969500,6471000,7447000,13537000
rare_rewrite_bool-eq-true,154,1476403000,9587032.467532467,5638000,6265250,10466000,11672750,22753000
sko_forall,686,1305755000,1903432.944606414,897000,1181250,1747500,2217250,5819000
rare_rewrite_bool-or-de-morgan,174,1276159000,7334247.126436782,5519000,5957250,6268000,7248250,13439000
implies,4423,1262304000,285395.43296405155,115000,181000,247000,352000,800000
rare_rewrite_ite-eq,135,1212557000,8981903.703703703,5883000,6574000,7855000,11798000,14070000
rare_rewrite_eq-symm,7374,1064709000,144386.89991863305,70000,98000,129000,177000,333000
or_pos,2964,1014044000,342120.1079622132,177000,244000,326000,415000,665000
symm,5347,959518000,179449.7849261268,66000,107000,151000,226000,494000
equiv_simplify,2902,903401000,311302.894555479,146000,193000,290000,382000,755000
refl,14509,884315000,60949.41071059342,21000,31000,45000,74000,261000
onepoint,499,852348000,1708112.2244488979,920000,1189000,1485000,1997500,5558000
qnt_rm_unused,729,844295000,1158155.0068587107,259000,440000,923000,1618000,4185000
rare_rewrite_arith-elim-gt,93,755014000,8118430.107526882,5729000,6173000,6786000,11208000,12491000
rare_rewrite_bool-double-not-elim,3477,585939000,168518.55047454702,75000,104000,149000,207000,438000
equiv1,1982,503219000,253894.55095862766,79000,131000,205000,326000,950000
evaluate,1888,499261000,264439.08898305084,154000,203000,262000,308000,449000
__local_input,8627,480361000,55681.117422047064,16000,30000,47000,73000,157000
connective_def,905,360506000,398349.1712707182,193000,276000,365000,492000,840000
equiv2,1745,341454000,195675.6446991404,72000,120000,171000,248000,526000
rare_rewrite_bool-implies-de-morgan,41,328665000,8016219.5121951215,5501000,5778000,6388000,11350000,12111000
rare_rewrite_bool-or-and-distrib,35,322334000,9209542.857142856,5959000,6566000,7374000,11937000,12963000
miniscope_split,433,299058000,690665.1270207852,258000,410000,538000,783000,2757000
rare_rewrite_arith-geq-tighten,27,277153000,10264925.925925925,5478000,6080500,10356000,11667500,21132000
and_intro,973,238075000,244681.3977389517,84000,138000,199000,305000,829000
implies_simplify,480,235786000,491220.8333333333,174000,272750,400000,597750,1553000
and_neg,634,225640000,355899.05362776027,146000,218000,309000,429750,1047000
qnt_join,558,212602000,381007.1684587814,201000,272000,341500,464750,861000
rare_rewrite_bool-not-eq-elim1,25,193940000,7757600,5325000,5528000,6455000,11363000,12434000
not_not,905,165139000,182474.03314917127,98000,130000,178000,221000,342000
rare_rewrite_arith-leq-norm,19,163855000,8623947.368421054,5430000,5794000,6806000,11111500,12980000
rare_rewrite_eq-refl,1129,152083000,134705.93445527015,63000,83000,116000,163000,416000
not_and,453,142530000,314635.76158940396,149000,207000,267000,357000,884000
and,670,106945000,159619.40298507462,73000,111000,137000,189000,408000
rare_rewrite_bool-eq-nrefl,12,89520000,7460000,5305000,5593000,6692000,8686250,11283000
la_mult_neg,245,84974000,346832.6530612245,209000,273000,324000,413000,594000
equiv_pos1,758,78708000,103836.41160949868,39000,62000,88000,135750,265000
comp_simplify,38,68454000,1801421.0526315789,1301000,1403250,1477000,2416250,2937000
rare_rewrite_bool-or-taut2,7,64077000,9153857.142857144,5864000,6199000,10954000,11469000,11923000
rare_rewrite_bool-not-eq-elim2,8,61162000,7645250,5672000,5696250,6272000,9868750,11260000
rare_rewrite_ite-else-true,2,48123000,24061500,7597000,15829250,24061500,32293750,40526000
miniscope_distribute,76,46639000,613671.052631579,292000,416000,535500,785250,1368000
rare_rewrite_arith-geq-norm1-real,5,43816000,8763200,6327000,6401000,8058000,11157000,11873000
choice,691,37682000,54532.561505065125,25000,36000,49000,73000,93000
rare_rewrite_bool-impl-true2,3,30325000,10108333.333333334,6765000,9219000,11673000,11780000,11887000
not_or,79,29427000,372493.67088607594,208000,290500,321000,455000,611000
ite2,108,22952000,212518.5185185185,86000,118000,196000,255250,659000
rare_rewrite_ite-then-false,2,22512000,11256000,11022000,11139000,11256000,11373000,11490000
rare_rewrite_ite-else-false,2,20795000,10397500,9020000,9708750,10397500,11086250,11775000
or_simplify,32,20267000,633343.75,454000,464000,503000,805500,919000
rare_rewrite_bool-not-ite-elim,3,18794000,6264666.666666667,5682000,6091000,6500000,6556000,6612000
not_symm,156,18174000,116500,58000,83000,106500,144250,208000
rare_rewrite_ite-then-true,2,17587000,8793500,6046000,7419750,8793500,10167250,11541000
ite1,74,15629000,211202.7027027027,87000,126500,189000,262000,636000
not_equiv2,74,12929000,174716.2162162162,89000,127250,156000,208000,321000
not_equiv1,71,12582000,177211.2676056338,104000,127500,168000,210000,340000
rare_rewrite_arith-geq-norm1-int,2,12166000,6083000,5729000,5906000,6083000,6260000,6437000
rare_rewrite_ite-true-cond,1,11464000,11464000,11464000,11464000,11464000,11464000,11464000
rare_rewrite_bool-impl-false2,1,11196000,11196000,11196000,11196000,11196000,11196000,11196000
and_simplify,18,10279000,571055.5555555555,446000,463250,474000,732250,861000
implies_pos,18,10197000,566500,87000,220500,293000,482500,4770000
la_mult_pos,19,8251000,434263.15789473685,227000,300000,372000,565000,974000
true,136,7643000,56198.529411764706,39000,45000,50500,67250,88000
rare_rewrite_eq-ite-lift,1,6823000,6823000,6823000,6823000,6823000,6823000,6823000
miniscope_ite,1,4548000,4548000,4548000,4548000,4548000,4548000,4548000
false,241,4266000,17701.24481327801,12000,17000,18000,20000,26000
la_disequality,30,3137000,104566.66666666667,53000,70000,89000,124000,306000
not_implies2,13,2497000,192076.92307692306,97000,133000,197000,226000,414000
equiv_neg2,50,2378000,47560,30000,35250,43500,56500,87000
not_implies1,16,2358000,147375,83000,96750,115000,196250,240000
equiv_neg1,46,2210000,48043.47826086957,31000,35250,41500,57000,83000
ite_pos1,5,1771000,354200,316000,342000,365000,374000,374000
ite_pos2,5,1768000,353600,308000,351000,365000,368000,376000
ite_neg2,1,475000,475000,475000,475000,475000,475000,475000
not_ite2,1,280000,280000,280000,280000,280000,280000,280000
